,broker,count,bamount,bcount,samount,scount,top3
90,华泰证券股份有限公司江阴分公司,11,3454.02,4,6782.19,7,"江阴银行,国科微,设计总院,"
91,中信建投证券股份有限公司上海华灵路证券营业部,29,30106.93,20,14321.4,9,"通富微电,长江通信,紫光国芯,"
92,德邦证券股份有限公司上海岳州路营业部,5,769.71,2,2591.11,3,"大理药业,昭衍新药,南国置业,"
93,华泰证券股份有限公司常州和平北路证券营业部,9,4041.19,5,5073.88,4,"国盛金控,江阴银行,三峡新材,"
94,华泰证券股份有限公司南通姚港路证券营业部,5,16223.13,4,9105.02,1,"京东方A,迪安诊断,梦网集团,"
95,招商证券股份有限公司武汉航空路证券营业部,2,0.0,0,2064.45,2,"智动力,天原集团"
96,南京证券股份有限公司宿迁黄河路证券营业部,1,895.37,1,0.0,0,江阴银行
97,国泰君安证券股份有限公司上海打浦路证券营业部,3,627.14,2,483.06,1,"埃斯顿,恒银金融,集友股份"
98,中信证券股份有限公司哈尔滨红旗大街证券营业部,1,0.0,0,1285.61,1,天原集团
99,南京证券股份有限公司徐州解放北路证券营业部,1,0.0,0,33122.3,1,江阴银行
100,东北证券股份有限公司上海世纪大道证券营业部,3,278.93,1,2765.93,2,"起步股份,埃斯顿,焦点科技"
101,中信证券股份有限公司上海联洋证券营业部,3,3454.77,1,5985.05,2,"科恒股份,赣锋锂业,天原集团"
102,南京证券股份有限公司南京溧水康利广场证券营业部,1,0.0,0,9273.84,1,江阴银行
103,东方证券股份有限公司上海浦东新区张杨路证券营业部,6,7275.92,2,14142.74,4,"用友网络,中环环保,英飞特,"
104,国金证券股份有限公司成都温江区柳城商业新街证券营业部,2,3807.2,2,0.0,0,"长信科技,同兴达"
105,南京证券股份有限公司江阴人民中路证券营业部,2,0.0,0,7314.3,2,"江阴银行,晨曦航空"
106,华安证券股份有限公司宿州分公司,1,0.0,0,337.19,1,埃斯顿
107,中信建投证券股份有限公司兴化牌楼西路证券营业部,5,2009.35,2,1231.15,3,"达安股份,同兴达,惠威科技,"
108,浙商证券股份有限公司湖州双子大厦证券营业部,18,11461.31,8,14326.85,10,"中通国脉,江龙船艇,翔鹭钨业,"
109,兴业证券股份有限公司邵武五一九路证券营业部,1,978.38,1,0.0,0,同兴达
110,国联证券股份有限公司徐州中山北路证券营业部,3,926.58,1,24654.06,2,"无锡银行,江阴银行"
111,新时代证券股份有限公司天津红旗路证券营业部,1,0.0,0,266.25,1,埃斯顿
112,东兴证券股份有限公司杭州凤起路证券营业部,2,645.15,1,495.77,1,翔鹭钨业
113,国海证券股份有限公司桂林中山中路证券营业部,13,7639.76,8,4392.64,5,"二六三,杭州园林,盛弘股份,"
114,国盛证券有限责任公司湖州二环东路证券营业部,1,446.03,1,0.0,0,翔鹭钨业
115,国信证券股份有限公司上海北京东路证券营业部,45,1799.98,6,9899.16,39,"多氟多,联合光电,云铝股份,"
116,光大证券股份有限公司丹阳中新路证券营业部,9,5548.52,4,4174.73,5,"同兴达,美格智能,森霸股份,"
117,金元证券股份有限公司成都二环路证券营业部,1,319.28,1,0.0,0,翔鹭钨业
118,海通证券股份有限公司上海建国西路证券营业部,15,17892.31,8,8297.73,7,"梦舟股份,冠农股份,杭州园林,"
119,中信证券股份有限公司武汉建设大道证券营业部,5,3598.74,3,3807.91,2,"*ST华菱,东方钽业,蓝光发展,"
120,中信证券股份有限公司浙江分公司,8,4265.43,4,6765.57,4,"寒锐钴业,云煤能源,新劲刚,"
121,华泰证券股份有限公司武汉新华路证券营业部,11,5596.64,5,9704.01,6,"*ST华菱,东方钽业,天泽信息,"
122,上海证券有限责任公司商城路证券营业部,5,804.59,1,2380.54,4,"意华股份,同兴达,科大国创,"
123,长江证券股份有限公司武汉解放大道汉西证券营业部,3,995.68,1,2321.49,2,"万马科技,翔鹭钨业"
124,广州证券股份有限公司青岛福州南路证券营业部,7,1515.24,3,2622.6,4,"富满电子,太辰光,科信技术,"
125,中国银河证券股份有限公司北京中关村大街证券营业部,10,5732.27,5,5219.18,5,"皮阿诺,兆丰股份,创业黑马,"
126,国泰君安证券股份有限公司深圳海岸城海德三道证券营业部,2,0.0,0,605.49,2,"众源新材,翔鹭钨业"
127,申万宏源证券有限公司成都西一环路证券营业部,8,4391.78,5,2568.89,3,"皮阿诺,杭州园林,达安股份,"
128,华泰证券股份有限公司厦门厦禾路证券营业部,69,73735.57,40,49052.13,29,"生意宝,柳钢股份,江特电机,"
129,国金证券股份有限公司上海奉贤区金碧路证券营业部,131,33825.05,63,30139.41,68,"皮阿诺,安凯客车,盛弘股份,"
130,华泰证券股份有限公司郑州经三路证券营业部,11,5196.93,6,3643.66,5,"原尚股份,世纪星源,台华新材,"
131,国泰君安证券股份有限公司郑州黄河路证券营业部,30,25877.12,16,17865.85,14,"中国出版,赢合科技,吉大通信,"
132,东方证券股份有限公司上海浦东新区牡丹路证券营业部,13,9555.97,10,2538.57,3,"美格智能,奥特佳,科蓝软件,"
133,东北证券股份有限公司上海虹口区吴淞路证券营业部,6,490.68,2,2932.2,4,"川金诺,*ST中安,杭州园林,"
134,中银国际证券有限责任公司杭州庆春路证券营业部,3,0.0,0,1651.88,3,"皮阿诺,久吾高科,晶瑞股份"
135,兴业证券股份有限公司晋江崇德路证券营业部,5,1334.38,2,1462.97,3,"美格智能,盐津铺子,奥特佳"
136,方正证券股份有限公司六盘水青峰路证券营业部,7,2960.31,2,4766.35,5,"秦港股份,广东骏亚,川恒股份,"
137,中信建投证券股份有限公司广州花城大道证券营业部,1,1085.0,1,0.0,0,惠威科技
138,平安证券股份有限公司上海分公司,29,7176.08,14,2358.18,15,"东珠景观,美格智能,银都股份,"
139,中信证券股份有限公司义乌城中中路证券营业部,7,2413.26,4,1308.17,3,"中马传动,皮阿诺,美格智能,"
140,方正证券股份有限公司怀化芷江路证券营业部,4,460.51,1,336.18,3,"惠威科技,阿石创,中广天择,"
141,申万宏源西部证券有限公司深圳福华一路证券营业部,1,457.54,1,0.0,0,弘宇股份
142,广发证券股份有限公司福州儒江西路证券营业部,1,459.2,1,0.0,0,惠威科技
143,光大证券股份有限公司东莞运河东一路证券营业部,3,267.21,1,9.21,2,"弘宇股份,天安新材,中大力德"
144,华鑫证券有限责任公司上海茅台路证券营业部,8,2717.55,4,6242.21,4,"天山生物,建研院,辰欣药业,"
145,华泰证券股份有限公司广州体育东路证券营业部,8,2915.07,4,3632.31,4,"惠威科技,创业黑马,中大力德,"
146,中信证券股份有限公司诸暨暨东路证券营业部,8,3017.79,4,1735.23,4,"达安股份,杭州园林,弘宇股份,"
147,新时代证券股份有限公司宜昌东山大道证券营业部,3,603.82,1,1870.89,2,"嘉麟杰,美格智能"
148,万和证券股份有限公司成都蜀汉路证券营业部,7,3611.62,5,1916.81,2,"恒信东方,卫宁健康,高伟达,"
149,西藏东方财富证券股份有限公司拉萨察古大道证券营业部,2,230.38,1,924.15,1,"众泰汽车,弘宇股份"
150,华鑫证券有限责任公司上海宛平南路证券营业部,26,27674.1,17,12839.73,9,"精工钢构,金利科技,东南网架,"
151,东海证券股份有限公司深圳深南大道证券营业部,7,1397.63,3,1686.78,4,"意华股份,惠威科技"
152,国金证券股份有限公司上海互联网证券分公司,63,14046.78,27,14982.92,36,"恒银金融,中大力德,贝瑞基因,"
153,中国银河证券股份有限公司绍兴证券营业部,25,26257.57,13,20375.36,12,"融捷股份,士兰微,通富微电,"
154,长城证券股份有限公司前海分公司,5,597.94,1,768.0,4,"中大力德,惠威科技,威唐工业,"
155,中信证券股份有限公司上海漕溪北路证券营业部,38,71431.15,31,7810.79,7,"中科电气,章源钨业,金信诺,"
156,英大证券有限责任公司福州五四路证券营业部,1,0.0,0,301.09,1,弘宇股份
157,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,72,74534.67,39,74378.82,33,"武汉凡谷,光威复材,韦尔股份,"
158,中信建投证券股份有限公司新乡新飞大道证券营业部,1,0.0,0,219.51,1,弘宇股份
159,华创证券有限责任公司德阳黄河西路证券营业部,1,0.0,0,218.72,1,弘宇股份
160,国信证券股份有限公司浙江分公司,20,4903.29,7,7772.05,13,"安凯客车,建研院,杭州园林,"
161,国泰君安证券股份有限公司沈阳黄河南大街证券营业部,2,1397.01,1,1258.44,1,科力尔
162,光大证券股份有限公司奉化南山路证券营业部,24,12633.16,14,7424.44,10,"纵横通信,皇马科技,华通热力,"
163,国元证券股份有限公司淮南朝阳西路证券营业部,11,6822.51,5,9671.6,6,"通富微电,国科微,京威股份,"
164,中信建投证券股份有限公司长沙金星中路证券营业部,4,1407.5,2,1329.79,2,"科力尔,起步股份"
165,中国中投证券有限责任公司北京北三环东路证券营业部,1,528.73,1,0.0,0,科力尔
166,宏信证券有限责任公司沈阳五爱街证券营业部,1,0.0,0,1027.96,1,科力尔
167,万联证券股份有限公司杭州上塘路证券营业部,1,0.0,0,1003.76,1,科力尔
168,方正证券股份有限公司上海保定路证券营业部,15,10262.3,6,11348.41,9,"韦尔股份,中钢天源,吉大通信,"
169,国融证券股份有限公司成都东大街证券营业部,21,10229.13,11,12111.89,10,"深物业A,天山生物,正海磁材,"
170,爱建证券有限责任公司北京北辰西路证券营业部,3,76.93,3,0.0,0,"川恒股份,天目湖,华通热力"
171,信达证券股份有限公司沈阳黑龙江街证券营业部,5,114.86,4,1404.91,1,"中环环保,川恒股份,创源文化,"
172,财通证券股份有限公司绍兴凤林西路证券营业部,2,3019.27,1,856.27,1,"欧比特,科大国创"
173,宏信证券有限责任公司上海崂山东路证券营业部,9,1839.41,7,729.47,2,"中环环保,明家联合,创源文化,"
174,华泰证券股份有限公司北京广渠门内大街证券营业部,9,11222.1,6,4986.53,3,"晶瑞股份,纳川股份,欧比特,"
175,财通证券股份有限公司绍兴人民中路证券营业部,11,19034.72,7,16901.18,4,"龙力生物,天汽模,中兴通讯,"
176,西藏东方财富证券股份有限公司上海东方路证券营业部,20,6807.46,7,20954.06,13,"欧比特,天安新材,南方汇通,"
177,方正证券股份有限公司成都高升桥路证券营业部,8,10911.98,7,1708.41,1,"华天科技,常铝股份,欧比特,"
178,长江证券股份有限公司武汉武珞路证券营业部,11,5983.68,5,6942.56,6,"凯乐科技,必创科技,创源文化,"
179,海通证券股份有限公司常熟海虞北路证券营业部,3,0.0,0,8698.6,3,"欧比特,科蓝软件"
180,方正证券股份有限公司娄底南贸西街证券营业部,4,491.95,1,3.01,3,"达安股份,国芳集团,华通热力,"
181,申万宏源证券有限公司上海闵行区东川路证券营业部,8,35064.8,5,14779.54,3,"中科创达,怡亚通,西藏矿业,"
182,大通证券股份有限公司大连瓦房店钻石街证券营业部,1,0.0,0,1265.24,1,欧比特
183,国信证券股份有限公司珠海九洲大道富华里证券营业部,4,0.0,0,3632.85,4,"中科创达,欧比特,润欣科技,"
184,中信建投证券股份有限公司济南经四路证券营业部,7,411.34,1,4650.23,6,"众源新材,北纬科技,欧比特,"
185,华泰证券股份有限公司银川新华西街证券营业部,4,576.08,2,1409.93,2,"天安新材,大富科技,万马股份,"
186,浙商证券股份有限公司东阳新南路证券营业部,6,59.6,1,13125.33,5,"横店东磁,英洛华,花园生物,"
187,东吴证券股份有限公司常熟阜湖路证券营业部,5,56.76,1,4786.1,4,"亿纬锂能,大富科技,新易盛,"
188,广发证券股份有限公司广州黄埔大道证券营业部,3,47.3,1,3.61,2,"大富科技,森霸股份,祥和实业"
189,光大证券股份有限公司扬州文昌西路证券营业部,1,35.95,1,0.0,0,大富科技
190,国信证券股份有限公司太原长兴南街证券营业部,3,0.0,0,1467.27,3,"梅轮电梯,大富科技"
191,中国银河证券股份有限公司深圳龙岗盛龙路证券营业部,3,0.0,0,788.13,3,大富科技
192,国信证券股份有限公司深圳深南中路证券营业部,7,2452.93,3,2988.6,4,"三圣股份,盈方微,汇纳科技,"
193,华鑫证券有限责任公司深圳分公司,6,1208.35,3,1707.72,3,"久吾高科,天目湖,铭普光磁,"
194,英大证券有限责任公司深圳华侨城证券营业部,2,0.0,0,1192.44,2,"寒锐钴业,大富科技"
195,光大证券股份有限公司佛山季华六路证券营业部,13,34936.23,10,13087.82,3,"盈方微,洁美科技,兆丰股份,"
196,中信证券股份有限公司深圳深南大道证券营业部,11,2532.23,5,6407.07,6,"科大国创,京泉华,中房地产,"
197,海通证券股份有限公司深圳海德三道证券营业部,5,2507.03,3,293.47,2,"长江通信,乐心医疗,大富科技,"
198,国都证券股份有限公司上海长阳路证券营业部,1,1018.23,1,0.0,0,汇纳科技
199,中信建投证券股份有限公司温州大南路证券营业部,3,1274.79,2,990.77,1,"中科信息,大富科技"
200,中国银河证券股份有限公司杭州庆春路证券营业部,13,30379.68,9,12307.22,4,"欧比特,中信国安,光威复材,"
201,山西证券股份有限公司西安高新二路证券营业部,1,125.49,1,0.0,0,大富科技
202,南京证券股份有限公司杭州新塘路证券营业部,2,458.84,2,0.0,0,"科大国创,畅联股份"
203,中国国际金融股份有限公司北京建国门外大街证券营业部,19,4104.71,4,82336.08,15,"赢合科技,正海磁材,英派斯,"
204,西藏东方财富证券股份有限公司拉萨金珠西路第一证券营业部,15,3228.63,8,2244.69,7,"*ST中安,意华股份,无锡银行,"
205,西藏东方财富证券股份有限公司拉萨金珠西路第二证券营业部,54,54246.92,36,27117.46,18,"鲁西化工,盐湖股份,秦港股份,"
206,华泰证券股份有限公司上海浦东新区妙境路证券营业部,26,12473.61,13,13967.26,13,"达安股份,丝路视觉,威星智能,"
207,中信建投证券股份有限公司武汉中北路证券营业部,5,1885.3,2,3837.86,3,"盛弘股份,雪人股份,正海磁材,"
208,国都证券股份有限公司北京九棵树街证券营业部,1,73.57,1,0.0,0,大富科技
209,国元证券股份有限公司上海东方路证券营业部,3,0.0,0,4316.37,3,"科大国创,嘉麟杰"
210,山西证券股份有限公司福州杨桥东路证券营业部,3,779.86,1,955.14,2,"长生生物,起步股份,汇纳科技"
211,国信证券股份有限公司泸州星光路证券营业部,1,0.0,0,639.76,1,正海磁材
212,招商证券股份有限公司北京西直门北大街营业部,5,1155.56,2,2533.16,3,"达安股份,富煌钢构,金域医学,"
213,申万宏源西部证券有限公司上海中山北一路证券营业部,2,0.0,0,795.86,2,科大国创
214,申万宏源西部证券有限公司乌鲁木齐和平北路证券营业部,2,0.0,0,641.13,2,"傲农生物,汇纳科技"
215,华融证券股份有限公司北京金融大街证券营业部,2,1188.88,1,625.75,1,"西藏城投,正海磁材"
216,中国中投证券有限责任公司承德翠桥路证券营业部,1,0.0,0,613.14,1,汇纳科技
217,华福证券有限责任公司连江丹凤东路证券营业部,4,4084.35,3,1421.1,1,"中科创达,安凯客车,达安股份"
218,中信证券（山东）有限责任公司烟台开发区证券营业部,1,0.0,0,564.36,1,正海磁材
219,万联证券股份有限公司上海富贵东路证券营业部,1,0.0,0,405.69,1,大富科技
220,国海证券股份有限公司梧州奥奇丽路证券营业部,2,0.0,0,933.02,2,科大国创
221,安信证券股份有限公司北京远大路证券营业部,6,8094.82,4,418.0,2,"中信国安,东山精密,广和通,"
222,中信证券股份有限公司上海东方路证券营业部,16,21168.19,9,11180.32,7,"方大炭素,赢合科技,大西洋,"
223,长江证券股份有限公司哈尔滨东大直街证券营业部,1,0.0,0,504.88,1,正海磁材
224,中信证券股份有限公司温岭万昌中路证券营业部,13,3665.39,5,4549.14,8,"银都股份,美格智能,盛弘股份,"
225,联储证券有限责任公司河南分公司,1,0.0,0,416.33,1,汇纳科技
226,中国银河证券股份有限公司沈阳三经街证券营业部,3,556.83,1,968.04,2,"达安股份,皮阿诺,众源新材"
227,国信证券股份有限公司杭州市心中路证券营业部,9,3686.74,3,7927.13,6,"盐湖股份,泸天化,达安股份,"
228,华泰证券股份有限公司广州环市东路证券营业部,5,3745.04,4,2555.1,1,"建研院,数据港,达安股份,"
229,中国中投证券有限责任公司宁波江东北路证券营业部,8,11025.04,5,6663.84,3,"华北高速,恒银金融,友好集团,"
230,东海证券股份有限公司宁波大闸路证券营业部,4,3274.0,2,3374.83,2,"恒银金融,国科微,达安股份"
231,中航证券有限公司宁波首南西路证券营业部,1,0.0,0,1658.95,1,达安股份
232,财通证券股份有限公司常熟枫林路证券营业部,6,3548.08,2,7979.47,4,"达安股份,盛弘股份,杭州园林"
233,中国民族证券有限责任公司乐山小十字证券营业部,2,3843.38,1,758.06,1,"炼石有色,达安股份"
234,光大证券股份有限公司金华宾虹路证券营业部,7,6565.79,4,4015.22,3,"科蓝软件,哈三联,金科文化,"
235,浙商证券股份有限公司桐乡世纪大道证券营业部,1,606.04,1,0.0,0,隆盛科技
236,湘财证券股份有限公司杭州文二西路证券营业部,12,8081.23,7,9292.44,5,"中广天择,科蓝软件,爱乐达,"
237,国泰君安证券股份有限公司上海江苏路证券营业部,65,109510.13,43,41666.58,22,"中兴通讯,中科三环,盐湖股份,"
238,万联证券股份有限公司广州东风中路证券营业部,19,24544.97,14,10732.68,5,"中科创达,华天科技,紫光国芯,"
239,海通证券股份有限公司武汉中北路证券营业部,8,6063.03,2,7645.13,6,"中科信息,九鼎新材,科信技术,"
240,海通证券股份有限公司嘉兴中山西路证券营业部,8,15006.49,6,7179.89,2,"西藏矿业,四维图新,盐湖股份,"
241,中国中投证券有限责任公司绵阳临园路证券营业部,2,212.89,1,2.09,1,"隆盛科技,祥和实业"
242,华安证券股份有限公司合肥润安大厦证券营业部,7,1876.39,2,6415.84,5,"中大力德,美格智能,纳川股份,"
243,中国银河证券股份有限公司成都科华北路证券营业部,31,26867.38,14,28896.17,17,"天安新材,盛弘股份,启迪设计,"
244,中国银河证券股份有限公司杭州天城东路证券营业部,4,6075.33,2,3667.5,2,"盐湖股份,中科信息,柳钢股份"
