,broker,count,bamount,bcount,samount,scount,top3
37,东莞证券股份有限公司厦门分公司,1,0.0,0,1153.61,1,北纬科技
38,光大证券股份有限公司江门发展大道证券营业部,1,0.0,0,956.69,1,北纬科技
39,中信建投证券股份有限公司济南经四路证券营业部,1,0.0,0,863.34,1,北纬科技
40,华福证券有限责任公司福州五一北路证券营业部,1,0.0,0,762.1,1,北纬科技
41,中国中投证券有限责任公司宁波江东北路证券营业部,3,9254.82,3,0.0,0,"华北高速,恒银金融,九典制药"
42,招商证券股份有限公司哈尔滨长江路证券营业部,1,1498.43,1,0.0,0,华北高速
43,海通证券股份有限公司蚌埠中荣街证券营业部,8,12753.56,6,5864.53,2,"安凯客车,哈三联,中通国脉,"
44,华泰证券股份有限公司孝感长征路证券营业部,5,3755.83,2,6384.48,3,"中科信息,华北高速,盐湖股份,"
45,光大证券股份有限公司深圳金田路证券营业部,9,23899.47,5,13623.99,4,"安凯客车,中通国脉"
46,中泰证券股份有限公司上海建国中路证券营业部,2,3142.43,2,0.0,0,"煌上煌,华北高速"
47,中信证券股份有限公司杭州四季路证券营业部,6,4324.72,4,1291.84,2,"科恒股份,创源文化,辰欣药业,"
48,东兴证券股份有限公司泉州温陵北路证券营业部,4,7390.48,3,812.34,1,"安凯客车,恒银金融"
49,安信证券股份有限公司广州开创大道证券营业部,1,0.0,0,876.66,1,华北高速
50,中国中投证券有限责任公司无锡清扬路证券营业部,8,11555.41,6,3495.03,2,"安凯客车,奥联电子,美格智能,"
51,国泰君安证券股份有限公司广州东风中路证券营业部,1,0.0,0,861.7,1,华北高速
52,中泰证券股份有限公司宁波江东北路证券营业部,7,7568.85,4,5967.22,3,"安凯客车,银江股份,岱勒新材,"
53,国泰君安证券股份有限公司上海虹口区大连路证券营业部,1,0.0,0,690.55,1,华北高速
54,申万宏源证券有限公司上海浦东新区陆家嘴环路证券营业部,1,0.0,0,5533.72,1,安凯客车
55,华鑫证券有限责任公司西安解放路证券营业部,2,434.44,1,662.43,1,"华北高速,大博医疗"
56,华泰证券股份有限公司台州中心大道证券营业部,2,0.0,0,10091.06,2,"安凯客车,方大炭素"
57,中信证券股份有限公司上海淮海中路证券营业部,12,34134.83,9,27846.5,3,"恒银金融,京威股份,杭州园林,"
58,兴业证券股份有限公司陕西分公司,2,1231.68,1,3403.76,1,"安凯客车,建科院"
59,中泰证券股份有限公司深圳欢乐海岸证券营业部,1,1750.67,1,0.0,0,安凯客车
60,兴业证券股份有限公司广西分公司,3,1958.36,2,3036.73,1,"安凯客车,特力A,杭州园林"
61,华泰证券股份有限公司深圳泰然路证券营业部,3,4342.25,3,0.0,0,"卫宁健康,利欧股份,安凯客车"
62,中国银河证券股份有限公司绍兴证券营业部,4,8496.69,2,6317.18,2,"士兰微,和佳股份,安凯客车"
63,华泰证券股份有限公司深圳益田路荣超商务中心证券营业部,8,10163.8,4,6411.36,4,"韦尔股份,丝路视觉,岱勒新材,"
64,西藏东方财富证券股份有限公司拉萨金珠西路第一证券营业部,4,287.5,1,1614.9,3,"建研院,安凯客车,电工合金,"
65,申万宏源证券有限公司珠海粤海东路证券营业部,1,1837.15,1,0.0,0,三维通信
66,光大证券股份有限公司宁波中山西路证券营业部,3,2323.09,2,542.92,1,"三维通信,奥联电子,卫宁健康"
67,中国国际金融股份有限公司大连金马路证券营业部,4,8033.6,4,0.0,0,"金利科技,天玑科技,氯碱化工,"
68,东莞证券股份有限公司四川分公司,2,1136.98,1,324.66,1,"三维通信,瀛通通讯"
69,长城证券股份有限公司北京中关村大街证券营业部,1,1133.11,1,0.0,0,三维通信
70,中国银河证券股份有限公司龙泉华楼街证券营业部,1,0.0,0,597.84,1,三维通信
71,长江证券股份有限公司慈溪新城大道证券营业部,1,0.0,0,559.74,1,三维通信
72,中国中投证券有限责任公司东莞虎门证券营业部,1,0.0,0,404.22,1,三维通信
73,华安证券股份有限公司黄山分公司,1,0.0,0,341.53,1,三维通信
74,南京证券股份有限公司南京热河路证券营业部,1,0.0,0,339.33,1,三维通信
75,中国银河证券股份有限公司重庆民族路证券营业部,7,11143.65,4,8544.84,3,"新华都,中科信息,京威股份"
76,光大证券股份有限公司重庆大坪正街证券营业部,1,1345.69,1,0.0,0,新华都
77,西南证券股份有限公司西宁五四大街证券营业部,3,2110.65,2,1269.61,1,"新华都,杭州园林"
78,华泰证券股份有限公司深圳益田路荣超商务中心第二证券营业部,1,1176.58,1,0.0,0,新华都
79,中国中投证券有限责任公司杭州环球中心证券营业部,7,9175.46,5,2622.65,2,"新华都,哈三联,建科院"
80,国泰君安证券股份有限公司深圳分公司,2,0.0,0,4690.9,2,新华都
81,爱建证券有限责任公司厦门湖滨一里证券营业部,1,0.0,0,1186.78,1,新华都
82,华泰证券股份有限公司湖南分公司,7,5726.8,5,2444.59,2,"新华都,启迪设计,建科院,"
83,华鑫证券有限责任公司沈阳滂江街证券营业部,1,0.0,0,1176.46,1,新华都
84,中信建投证券股份有限公司杭州庆春路证券营业部,5,6251.53,1,14318.73,4,"二六三,和顺电气,纵横通信"
85,安信证券股份有限公司南昌胜利路证券营业部,5,3723.89,2,7082.04,3,"二六三,天玑科技,合金投资"
86,国盛证券有限责任公司赣州信丰阳明北路证券营业部,1,529.67,1,0.0,0,蓝黛传动
87,东兴证券股份有限公司邵武五一九路证券营业部,3,2208.74,3,0.0,0,"合金投资,万东医疗,蓝黛传动"
88,海通证券股份有限公司天津霞光道证券营业部,3,3465.0,2,983.81,1,"二六三,天玑科技,太辰光"
89,中泰证券股份有限公司绍兴环城北路证券营业部,2,236.4,1,343.68,1,"蓝黛传动,英飞特"
90,中泰证券股份有限公司东营东三路证券营业部,1,202.88,1,0.0,0,蓝黛传动
91,安信证券股份有限公司南昌红谷中大道证券营业部,1,0.0,0,608.36,1,蓝黛传动
92,国信证券股份有限公司杭州市心中路证券营业部,2,2432.32,1,606.1,1,"盐湖股份,蓝黛传动"
93,东北证券股份有限公司威海统一路证券营业部,1,0.0,0,1783.66,1,二六三
94,联储证券有限责任公司北京分公司,1,0.0,0,541.37,1,蓝黛传动
95,兴业证券股份有限公司福州湖东路证券营业部,7,4628.43,4,4863.02,3,"二六三,九安医疗,利欧股份,"
96,国金证券股份有限公司上海互联网证券分公司,11,3392.68,5,2275.22,6,"恒银金融,开立医疗,太辰光,"
97,恒泰证券股份有限公司深圳香林路证券营业部,1,0.0,0,166.68,1,蓝黛传动
98,海通证券股份有限公司南京广州路证券营业部,3,3265.17,2,575.83,1,"盐津铺子,奥联电子"
99,中泰证券股份有限公司深圳红荔路银荔大厦证券营业部,1,261.52,1,0.0,0,盐津铺子
100,第一创业证券股份有限公司上海长清路证券营业部,2,219.08,1,296.94,1,盐津铺子
101,西藏东方财富证券股份有限公司昌都聚盛路证券营业部,3,742.28,2,399.08,1,"纵横通信,盐津铺子,建研院"
102,平安证券股份有限公司浙江分公司,5,4121.29,4,4108.85,1,"盐津铺子,安凯客车,梅轮电梯"
103,国盛证券有限责任公司吉安遂川工农兵大道证券营业部,1,0.0,0,379.43,1,盐津铺子
104,国泰君安证券股份有限公司四平中央西路证券营业部,2,4903.05,1,4907.3,1,盐津铺子
105,中泰证券股份有限公司上海赤峰路证券营业部,2,3374.2,1,8183.48,1,盐津铺子
106,中银国际证券有限责任公司三亚新风路证券营业部,2,2729.79,1,5042.97,1,盐津铺子
107,华鑫证券有限责任公司福州杨桥路证券营业部,1,0.0,0,5194.73,1,盐津铺子
108,中国银河证券股份有限公司成都科华北路证券营业部,3,1589.3,1,2629.58,2,"美格智能,英派斯"
109,华鑫证券有限责任公司西安西大街证券营业部,2,2031.69,2,0.0,0,"二六三,京威股份"
110,兴业证券股份有限公司晋江崇德路证券营业部,1,618.84,1,0.0,0,美格智能
111,华鑫证券有限责任公司苏州时代广场证券营业部,1,1072.55,1,0.0,0,二六三
112,南京证券股份有限公司上海番禺路证券营业部,2,917.71,2,0.0,0,美格智能
113,中银国际证券有限责任公司武汉黄孝河路证券营业部,1,882.79,1,0.0,0,二六三
114,中泰证券股份有限公司深圳深南大道证券营业部,1,284.22,1,0.0,0,美格智能
115,国金证券股份有限公司上海奉贤区金碧路证券营业部,23,5035.06,11,4626.4,12,"皮阿诺,电工合金,哈三联,"
116,南京证券股份有限公司张家港步行街证券营业部,4,3433.15,1,5036.25,3,"美格智能,广和通"
117,国泰君安证券股份有限公司成都双庆路证券营业部,1,0.0,0,379.83,1,美格智能
118,中信证券股份有限公司北京安外大街证券营业部,3,0.0,0,7559.38,3,"二六三,科新机电"
119,东兴证券股份有限公司福州斗西路证券营业部,1,0.0,0,317.5,1,美格智能
120,国海证券股份有限公司南宁东葛路证券营业部,3,667.23,1,1279.13,2,"乐心医疗,新华都,二六三"
121,国海证券股份有限公司绍兴人民东路证券营业部,1,0.0,0,266.62,1,美格智能
122,中信证券股份有限公司北京复外大街证券营业部,2,59.23,1,306.72,1,"掌阅科技,二六三"
123,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,10,1107.62,2,2490.41,8,"电工合金,哈三联,英派斯,"
124,华泰证券股份有限公司嘉兴纺工路证券营业部,2,782.82,1,1211.07,1,皮阿诺
125,光大证券股份有限公司杭州庆春路证券营业部,2,727.57,1,492.67,1,皮阿诺
126,东方证券股份有限公司上海徐汇区肇嘉浜路证券营业部,2,618.09,1,666.66,1,皮阿诺
127,海通证券股份有限公司上海建国西路证券营业部,6,4921.1,3,5055.26,3,"杭州园林,皮阿诺"
128,湘财证券股份有限公司长沙韶山路证券营业部,1,0.0,0,1097.67,1,皮阿诺
129,东吴证券股份有限公司苏州狮山路营业部,1,0.0,0,516.4,1,皮阿诺
130,信达证券股份有限公司北京前门证券营业部,1,0.0,0,352.55,1,皮阿诺
131,国信证券股份有限公司北京三里河证券营业部,2,915.64,1,348.81,1,"新华都,皮阿诺"
132,华泰证券股份有限公司江阴分公司,2,0.0,0,792.81,2,"皮阿诺,利欧股份"
133,招商证券股份有限公司深圳益田路江苏大厦证券营业部,2,6049.98,2,0.0,0,英派斯
134,国信证券股份有限公司深圳红岭中路证券营业部,2,3093.21,2,0.0,0,英派斯
135,安信证券股份有限公司北京阜成门证券营业部,2,3287.96,2,0.0,0,英派斯
136,天风证券股份有限公司长沙韶山中路证券营业部,1,503.8,1,0.0,0,英派斯
137,国信证券股份有限公司义乌城北路证券营业部,1,452.03,1,0.0,0,英派斯
138,西藏东方财富证券股份有限公司拉萨金珠西路第二证券营业部,5,1716.48,3,856.69,2,"广东骏亚,电工合金,万马科技,"
139,网信证券有限责任公司沈阳兴华南街证券营业部,1,0.0,0,327.13,1,英派斯
140,方正证券股份有限公司岳阳华容迎宾北路证券营业部,1,0.0,0,309.38,1,英派斯
141,中国民族证券有限责任公司宁波中山西路证券营业部,3,1076.1,2,804.44,1,"哈三联,创源文化"
142,东吴证券股份有限公司上海分公司,4,1056.51,2,712.92,2,"哈三联,电工合金"
143,海通证券股份有限公司杭州解放路证券营业部,4,4363.48,3,509.66,1,"韦尔股份,森霸股份,哈三联"
144,上海证券有限责任公司南京胜太路证券营业部,4,2006.88,3,588.87,1,"达安股份,原尚股份,哈三联"
145,方正证券股份有限公司北京玉带河东街证券营业部,1,0.0,0,510.38,1,哈三联
146,方正证券股份有限公司杭州滨江通和路证券营业部,1,0.0,0,260.62,1,哈三联
147,信达证券股份有限公司上海铁岭路证券营业部,1,968.4,1,0.0,0,华录百纳
148,华泰证券股份有限公司南京浦泗路证券营业部,1,161.4,1,0.0,0,华录百纳
149,光大证券股份有限公司长沙芙蓉中路证券营业部,1,149.62,1,0.0,0,华录百纳
150,国泰君安证券股份有限公司仙居酒坊巷证券营业部,2,326.27,2,0.0,0,华录百纳
151,信达证券股份有限公司蚌埠淮河路证券营业部,1,124.92,1,0.0,0,华录百纳
152,大通证券股份有限公司上海民生路证券营业部,1,0.0,0,1081.38,1,华录百纳
153,华安证券股份有限公司厦门吕岭路证券营业部,2,0.0,0,891.49,2,华录百纳
154,招商证券股份有限公司深圳南山南油大道证券营业部,2,0.0,0,32.81,2,"华录百纳,世纪天鸿"
155,中国银河证券股份有限公司上海杨浦区靖宇东路证券营业部,3,4807.7,2,1125.02,1,"联创互联,奥联电子"
156,民生证券股份有限公司广州金穗路证券营业部,1,1029.22,1,0.0,0,联创互联
157,申万宏源西部证券有限公司福州杨桥东路证券营业部,1,993.55,1,0.0,0,联创互联
158,英大证券有限责任公司沈阳青年大街证券营业部,1,855.19,1,0.0,0,联创互联
159,华泰证券股份有限公司成都蜀金路证券营业部,4,3995.28,2,1928.05,2,"银江股份,森霸股份"
160,信达证券股份有限公司上海黄埔区九江路证券营业部,5,8437.34,5,0.0,0,"鱼跃医疗,迪安诊断,银江股份,"
161,海通证券股份有限公司上海黄浦区福州路证券营业部,1,670.56,1,0.0,0,联创互联
162,中信证券股份有限公司海宁海昌南路证券营业部,1,0.0,0,3354.84,1,联创互联
163,九州证券股份有限公司浙江分公司,1,0.0,0,2013.71,1,联创互联
164,华宝证券有限责任公司深圳新闻路证券营业部,1,0.0,0,1946.91,1,联创互联
165,天风证券股份有限公司深圳平安金融中心证券营业部,1,0.0,0,1889.51,1,联创互联
166,申万宏源证券有限公司扬州扬子江中路证券营业部,1,0.0,0,767.91,1,银江股份
167,中国银河证券股份有限公司武汉光谷证券营业部,1,0.0,0,1802.17,1,联创互联
168,联讯证券股份有限公司南通工农路证券营业部,1,0.0,0,698.36,1,银江股份
169,华泰证券股份有限公司沈阳青年大街证券营业部,1,0.0,0,646.09,1,银江股份
170,招商证券股份有限公司杭州文三路证券营业部,2,1056.42,1,550.4,1,"安凯客车,银江股份"
171,华泰证券股份有限公司南京解放路证券营业部,8,5553.12,4,5635.34,4,"杭州园林,西部牧业,四通股份,"
172,华泰证券股份有限公司常州新北区高新科技园证券营业部,4,9033.75,3,2622.58,1,"韦尔股份,数据港,天玑科技,"
173,财通证券股份有限公司杭州体育馆证券营业部,2,3157.96,2,0.0,0,"天玑科技,英飞特"
174,中信证券股份有限公司广州临江大道证券营业部,1,0.0,0,3056.17,1,天玑科技
175,中信建投证券股份有限公司上海浦东南路证券营业部,1,0.0,0,1384.06,1,天玑科技
176,招商证券股份有限公司北京建国路证券营业部,2,1073.85,1,627.13,1,"紫光国芯,天玑科技"
177,华泰证券股份有限公司上海牡丹江路证券营业部,1,0.0,0,523.83,1,天玑科技
178,财通证券股份有限公司常熟枫林路证券营业部,1,2562.71,1,0.0,0,达安股份
179,国元证券股份有限公司宣城叠嶂西路证券营业部,3,2568.19,2,1194.44,1,"森霸股份,启迪设计"
180,光大证券股份有限公司佛山绿景路证券营业部,5,12119.11,3,11457.64,2,"哈三联,达安股份,甘肃电投"
181,长城证券股份有限公司成都天晖中街证券营业部,2,1724.52,1,1973.61,1,达安股份
182,中信证券股份有限公司深圳滨海大道证券营业部,2,3399.81,2,0.0,0,"盐湖股份,启迪设计"
183,中信证券股份有限公司诸暨暨东路证券营业部,3,2546.06,2,0.61,1,"达安股份,国芳集团"
184,申万宏源证券有限公司金华八一北街证券营业部,2,620.75,1,1138.7,1,达安股份
185,财富证券有限责任公司杭州庆春路证券营业部,6,1929.94,3,1264.53,3,"京天利,启迪设计,万马科技,"
186,华鑫证券有限责任公司常州晋陵中路证券营业部,1,496.9,1,0.0,0,启迪设计
187,国泰君安证券股份有限公司上海福山路证券营业部,2,1215.52,1,1380.48,1,"安凯客车,达安股份"
188,中国中投证券有限责任公司广州体育东路证券营业部,1,0.0,0,2871.85,1,启迪设计
189,中信证券股份有限公司上海溧阳路证券营业部,3,12325.46,2,2742.09,1,"士兰微,海马汽车,启迪设计"
190,东方证券股份有限公司上海浦东新区牡丹路证券营业部,2,324.05,1,814.78,1,"美格智能,达安股份"
191,华泰证券股份有限公司厦门厦禾路证券营业部,8,8079.41,3,11620.04,5,"川金诺,特力A,盐湖股份,"
192,招商证券股份有限公司福州六一中路证券营业部,1,0.0,0,417.08,1,达安股份
193,广发证券股份有限公司郑州农业路营业部,1,0.0,0,1354.28,1,启迪设计
194,中国中投证券有限责任公司南京太平南路证券营业部,8,12552.34,5,6679.08,3,"广和通,韦尔股份,数据港,"
195,国泰君安证券股份有限公司福州华林路证券营业部,1,657.41,1,0.0,0,广和通
196,中信证券股份有限公司上海恒丰路证券营业部,1,527.01,1,0.0,0,广和通
197,申万宏源证券有限公司镇江解放路证券营业部,1,423.82,1,0.0,0,广和通
198,安信证券股份有限公司北京远大路证券营业部,2,1110.83,2,0.0,0,"东山精密,广和通"
199,南京证券股份有限公司南京大钟亭证券营业部,6,6872.22,4,2648.04,2,"川金诺,杭州园林,中通国脉,"
200,国信证券股份有限公司南昌八一大道证券营业部,3,2191.79,2,1495.95,1,"建科院,中通国脉"
201,华泰证券股份有限公司泉州九一街证券营业部,5,2546.59,2,4079.39,3,"中通国脉,建科院,三超新材"
202,中信建投证券股份有限公司苏州工业园区星海街证券营业部,3,2374.19,2,772.4,1,"中通国脉,安凯客车,建科院"
203,国泰君安证券股份有限公司宁波彩虹北路证券营业部,4,1620.03,2,4807.34,2,"哈三联,中通国脉,京威股份,"
204,申万宏源西部证券有限公司深圳上步中路证券营业部,1,0.0,0,270.39,1,建科院
205,国泰君安证券股份有限公司北京德外大街证券营业部,1,0.0,0,253.97,1,建科院
206,东海证券股份有限公司洛阳周山路证券营业部,2,626.98,1,625.99,1,"万马科技,梅轮电梯"
207,西南证券股份有限公司太原长治路证券营业部,1,295.34,1,0.0,0,电工合金
208,西藏东方财富证券股份有限公司拉萨察古大道第二证券营业部,5,2005.71,3,581.9,2,"电工合金,金域医学,三超新材"
209,国泰君安证券股份有限公司南京中央路证券营业部,4,3236.43,3,1156.23,1,"杭州园林,中通国脉,万马科技"
210,光大证券股份有限公司奉化南山路证券营业部,4,1698.96,3,471.42,1,"华通热力,电工合金,国芳集团,"
211,海通证券股份有限公司南京常府街证券营业部,1,515.75,1,0.0,0,万马科技
212,平安证券股份有限公司芜湖江北证券营业部,1,283.29,1,0.0,0,电工合金
213,安信证券股份有限公司梅州兴宁迎宾大道证券营业部,3,758.48,1,2865.29,2,"纵横通信,电工合金"
214,中国银河证券股份有限公司南京洪武路证券营业部,1,0.0,0,526.29,1,万马科技
215,浙商证券股份有限公司临安万马路证券营业部,8,6951.75,4,7520.39,4,"煌上煌,特力A,原尚股份,"
216,财通证券股份有限公司温岭中华路证券营业部,11,8869.65,6,6488.27,5,"红相电力,恒银金融,奥联电子,"
217,华泰证券股份有限公司浙江分公司,1,0.0,0,1056.41,1,电工合金
218,中信证券股份有限公司宁波天童北路证券营业部,2,731.99,1,823.43,1,"原尚股份,电工合金"
219,中信建投证券股份有限公司上海华灵路证券营业部,6,3492.91,4,1779.0,2,"森霸股份,利欧股份,四通股份,"
220,华泰证券股份有限公司上海共和新路证券营业部,2,1252.39,1,1260.63,1,森霸股份
221,海通证券股份有限公司嵊州西前街证券营业部,2,1245.28,2,0.0,0,"华通热力,森霸股份"
222,华泰证券股份有限公司无锡解放西路证券营业部,2,526.99,1,464.58,1,森霸股份
223,国泰君安证券股份有限公司上海嘉定塔城路证券营业部,1,0.0,0,450.09,1,森霸股份
224,方正证券股份有限公司北京阜外大街证券营业部,2,0.0,0,421.44,2,"森霸股份,爱司凯"
225,华鑫证券有限责任公司上海嘉定棋盘路证券营业部,1,0.0,0,183.34,1,森霸股份
226,招商证券股份有限公司深圳蛇口工业七路证券营业部,1,2522.88,1,0.0,0,天宇股份
227,中信建投证券股份有限公司简阳雄州大道证券营业部,1,410.95,1,0.0,0,天宇股份
228,方正证券股份有限公司绍兴胜利东路证券营业部,3,902.66,2,821.4,1,"中通国脉,天宇股份,三超新材"
229,万联证券股份有限公司东莞簪花路证券营业部,1,0.0,0,371.41,1,天宇股份
230,招商证券股份有限公司深圳东门南路证券营业部,1,0.0,0,368.36,1,天宇股份
231,中国银河证券股份有限公司北京学院南路证券营业部,1,0.0,0,270.88,1,天宇股份
232,申万宏源证券有限公司上海徐汇区龙漕路证券营业部,2,324.27,1,231.89,1,"创源文化,乐心医疗"
233,海通证券股份有限公司江都龙川南路证券营业部,1,282.6,1,0.0,0,创源文化
234,华泰证券股份有限公司沈阳大西路证券营业部,6,4687.05,4,2702.16,2,"恒银金融,海马汽车,京威股份,"
235,浙商证券股份有限公司江苏分公司,1,0.0,0,692.49,1,创源文化
236,方正证券股份有限公司三河燕郊汉王路证券营业部,1,0.0,0,353.28,1,创源文化
237,国泰君安证券股份有限公司深圳深南大道京基一百证券营业部,2,0.0,0,977.22,2,"创源文化,新华都"
238,宏信证券有限责任公司西安唐延路证券营业部,2,34.97,2,0.0,0,国芳集团
239,中信证券股份有限公司杭州狮山路证券营业部,1,0.0,0,0.5,1,国芳集团
240,中信证券股份有限公司深圳深南大道证券营业部,1,0.0,0,0.5,1,国芳集团
241,中国中投证券有限责任公司济宁环城西路证券营业部,1,11775.7,1,0.0,0,江淮汽车
242,兴业证券股份有限公司厦门湖滨南路证券营业部,1,4505.31,1,0.0,0,江淮汽车
243,申万宏源西部证券有限公司济南文化西路证券营业部,2,5216.12,2,0.0,0,"江淮汽车,开立医疗"
244,长江证券股份有限公司深圳福华一路证券营业部,3,2760.68,1,586.09,2,"江淮汽车,威唐工业,海马汽车"
245,中泰证券股份有限公司上海西安路证券营业部,1,0.0,0,3604.47,1,江淮汽车
246,国泰君安证券股份有限公司襄阳襄城西街证券营业部,1,0.0,0,2667.28,1,江淮汽车
247,国泰君安证券股份有限公司北京知春路证券营业部,2,0.0,0,2223.81,2,"辰欣药业,江淮汽车"
248,兴业证券股份有限公司上海民生路证券营业部,2,1302.74,1,2040.48,1,"新华都,江淮汽车"
249,万联证券股份有限公司广州东风中路证券营业部,4,3626.26,3,563.25,1,"广东骏亚,索通发展"
250,长江证券股份有限公司成都光华村街证券营业部,2,5651.53,2,0.0,0,"方大炭素,广东骏亚"
251,海通证券股份有限公司常州健身路营业部,2,1300.21,2,0.0,0,广东骏亚
252,华泰证券股份有限公司哈尔滨宣化街证券营业部,1,387.09,1,0.0,0,广东骏亚
253,东兴证券股份有限公司厦门鹭江道证券营业部,2,2113.38,1,1827.06,1,广东骏亚
254,方正证券股份有限公司六盘水青峰路证券营业部,1,0.0,0,632.66,1,广东骏亚
255,华泰证券股份有限公司绍兴府山证券营业部,1,0.0,0,378.9,1,广东骏亚
256,申万宏源西部证券有限公司武汉武大园一路证券营业部,1,2923.05,1,0.0,0,氯碱化工
257,东海证券股份有限公司长沙韶山北路证券营业部,1,2169.37,1,0.0,0,台华新材
258,中国中投证券有限责任公司深圳宝安兴华路证券营业部,4,2605.28,2,7457.61,2,"特力A,氯碱化工,方大炭素,"
259,国金证券股份有限公司成都蒲江县桫椤路证券营业部,1,1128.13,1,0.0,0,台华新材
260,光大证券股份有限公司资产管理总部,1,1031.05,1,0.0,0,氯碱化工
261,方正证券股份有限公司厦门厦禾路证券营业部,2,894.99,1,617.47,1,"台华新材,恒银金融"
262,华泰证券股份有限公司上海黄浦区来福士广场证券营业部,1,402.6,1,0.0,0,氯碱化工
263,华泰证券股份有限公司郑州经三路证券营业部,4,2288.37,2,1676.82,2,"原尚股份,台华新材,国芳集团"
264,湘财证券股份有限公司沈阳绥化西街证券营业部,4,853.86,2,1015.3,2,"原尚股份,大理药业,台华新材"
265,国金证券股份有限公司上海浦东新区芳甸路证券营业部,3,382.62,1,2322.18,2,"梅轮电梯,二六三,氯碱化工"
266,中信证券股份有限公司上海安亭证券营业部,2,6241.17,1,243.54,1,"士兰微,氯碱化工"
267,华福证券有限责任公司厦门湖滨南路证券营业部,3,6971.51,1,833.34,2,"京威股份,科新机电,氯碱化工"
268,平安证券股份有限公司广东分公司,1,0.0,0,175.0,1,氯碱化工
269,东海证券股份有限公司常州劳动西路证券营业部,1,0.0,0,162.24,1,氯碱化工
