code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,name-2015-1,eps-2015-1,eps_yoy-2015-1,bvps-2015-1,roe-2015-1,epcf-2015-1,net_profits-2015-1,profits_yoy-2015-1,distrib-2015-1,report_date-2015-1,name-2015-2,eps-2015-2,eps_yoy-2015-2,bvps-2015-2,roe-2015-2,epcf-2015-2,net_profits-2015-2,profits_yoy-2015-2,distrib-2015-2,report_date-2015-2,name-2015-3,eps-2015-3,eps_yoy-2015-3,bvps-2015-3,roe-2015-3,epcf-2015-3,net_profits-2015-3,profits_yoy-2015-3,distrib-2015-3,report_date-2015-3,name-2015-4,eps-2015-4,eps_yoy-2015-4,bvps-2015-4,roe-2015-4,epcf-2015-4,net_profits-2015-4,profits_yoy-2015-4,distrib-2015-4,report_date-2015-4,name-2016-1,eps-2016-1,eps_yoy-2016-1,bvps-2016-1,roe-2016-1,epcf-2016-1,net_profits-2016-1,profits_yoy-2016-1,distrib-2016-1,report_date-2016-1,name-2016-2,eps-2016-2,eps_yoy-2016-2,bvps-2016-2,roe-2016-2,epcf-2016-2,net_profits-2016-2,profits_yoy-2016-2,distrib-2016-2,report_date-2016-2,name-2016-3,eps-2016-3,eps_yoy-2016-3,bvps-2016-3,roe-2016-3,epcf-2016-3,net_profits-2016-3,profits_yoy-2016-3,distrib-2016-3,report_date-2016-3,name-2016-4,eps-2016-4,eps_yoy-2016-4,bvps-2016-4,roe-2016-4,epcf-2016-4,net_profits-2016-4,profits_yoy-2016-4,distrib-2016-4,report_date-2016-4
300438,鹏辉能源,电气设备,广东,75.45,1.25,2.52,171799.73,108809.57,34095.71,25416.42,1.01,0.344,3.57,9.7,20150424,37002.84,1.47,52.39,65.35,23.86,10.16,23264,,,,,,,,,,,,,,,,,,,,,鹏辉能源,0.7,0.0,9.45,8.14,0.03,5244.66,19.76,,10-23,鹏辉能源,1.13,17.71,,12.61,,8728.83,44.89,10派2转20,04-13,,,,,,,,,,,鹏辉能源,0.17,-61.36,3.4,5.14,-0.27,4367.52,42.03,,08-26,鹏辉能源,0.34,-51.43,,10.01,,8672.18,65.35,,10-29,,,,,,,,,,
002564,天沃科技,化工机械,江苏,0.0,5.19,7.36,665665.19,407869.44,190213.06,142869.5,1.94,-0.076,3.71,3.18,20110310,50698.5,0.69,-40.69,-195.58,19.7,-5.65,64858,天沃科技,0.03,-62.5,,0.76,,2213.13,-23.77,,04-28,天沃科技,0.06,3.33,,1.58,,4608.77,8.0,,08-26,天沃科技,0.07,-6.43,,1.66,,4842.18,-12.71,,10-29,天沃科技,0.02,-77.78,,0.53,,1539.38,-78.06,10派0.1,03-10,天沃科技,-0.01,-142.0,,-0.32,,-932.93,-142.15,,04-11,天沃科技,-0.03,-151.94,,-0.85,,-2379.59,-151.63,,08-25,,,,,,,,,,,,,,,,,,,,
002124,天邦股份,饲料,浙江,16.71,3.07,6.37,228077.55,101508.4,67469.56,4534.51,0.07,0.536,2.16,5.54,20070403,65279.75,1.03,6.77,553.51,33.54,19.05,30894,天邦股份,-0.12,-710.0,,-4.68,,-2537.07,-719.24,,04-21,天邦股份,-0.1,-230.38,,-3.89,,-2120.01,-232.45,,08-25,天邦股份,0.25,183.28,,9.03,,5225.64,187.26,,10-27,天邦股份,0.51,218.75,,17.19,,11026.49,239.62,,04-12,天邦股份,0.24,-295.9,,6.14,,6903.64,-372.11,,04-26,天邦股份,0.32,-413.96,,17.19,,20330.04,-1058.96,,08-22,天邦股份,0.54,113.96,,27.67,,34150.17,553.51,,10-25,,,,,,,,,,
002287,奇正藏药,中成药,西藏,74.51,4.06,4.06,202165.22,128416.61,27841.95,41094.12,1.01,0.496,4.05,12.15,20090828,68002.81,1.67,-1.36,7.38,84.04,31.34,13993,奇正藏药,0.14,16.67,,3.63,,5553.44,11.58,,04-17,奇正藏药,0.38,18.75,,9.63,,15226.09,16.45,,08-14,奇正藏药,0.46,6.98,,12.13,,18748.24,8.57,,10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奇正藏药,0.5,7.8,,12.29,,20132.2,7.38,,10-25,,,,,,,,,,
000790,泰合健康,中成药,四川,200.73,4.3,4.31,83640.55,47394.4,29721.96,3823.16,0.09,0.047,1.4,8.91,19980327,5547.08,0.13,14.74,134.45,57.92,5.44,35785,泰合健康,0.01,-33.54,,0.66,,420.74,-33.3,,04-24,泰合健康,0.01,-71.88,,0.68,,425.88,-68.57,,08-08,泰合健康,-0.14,-419.1,,-9.9,,-5829.97,-457.65,,10-22,泰合健康,-0.09,-150.55,,-6.16,,-3740.8,-156.6,,04-16,,,,,,,,,,,,,,,,,,,,,泰合健康,0.05,-134.44,,3.38,,2008.21,-134.45,,10-18,,,,,,,,,,
002090,金智科技,软件服务,江苏,57.69,1.94,2.32,339073.66,239058.95,62923.01,39117.95,1.69,0.326,4.96,5.05,20061208,46377.46,2.0,26.69,-25.05,34.09,7.06,19060,金智科技,0.26,236.24,,7.31,,5458.62,242.63,,04-28,金智科技,0.39,117.54,,10.74,,8067.89,121.72,,08-18,金智科技,0.47,81.54,,13.26,,10064.21,89.96,,10-31,金智科技,0.6,14.29,,16.81,,13029.62,21.26,10派1.5,03-08,金智科技,0.09,-65.08,,1.96,,2125.15,-61.07,,04-27,金智科技,0.21,-46.25,,4.41,,4833.3,-40.09,,08-29,,,,,,,,,,,,,,,,,,,,
002332,仙琚制药,生物制药,浙江,61.2,4.68,6.11,351857.41,204109.73,90535.02,118396.8,1.94,0.165,3.57,3.77,20100112,27370.93,0.45,-1.28,38.91,51.21,5.52,30794,,,,,,,,,,,仙琚制药,0.08,33.33,,3.48,,4239.38,48.76,,08-28,仙琚制药,0.14,75.0,,5.93,,7242.63,75.49,,10-28,仙琚制药,0.2,81.82,,7.7,,10655.1,87.93,10派1,03-31,仙琚制药,0.02,0.0,,0.63,,1359.11,15.87,,04-23,仙琚制药,0.1,25.0,,2.74,,5891.06,38.96,,08-27,仙琚制药,0.16,14.29,,4.67,,10060.81,38.91,,10-28,,,,,,,,,,
600826,兰生股份,商贸代理,上海,10.56,4.21,4.21,500906.84,201881.05,2867.68,13791.29,0.33,1.993,9.2,3.05,19940204,164727.45,3.92,13.6,69.2,5.9,46.53,22510,,,,,,,,,,,兰生股份,1.01,930.61,,10.81,,42687.85,935.82,,08-22,兰生股份,1.18,883.33,,14.39,,49542.62,868.11,,10-28,兰生股份,1.22,-3.19,,12.12,,51092.7,-3.22,10派3.8,03-12,兰生股份,1.59,835.29,,19.19,,66706.72,829.72,,04-28,兰生股份,1.68,66.34,,20.31,,70617.65,65.43,,08-20,,,,,,,,,,,,,,,,,,,,
603158,腾龙股份,汽车配件,江苏,58.26,1.01,2.18,115823.7,80113.11,16241.12,27896.03,1.28,0.36700000000000005,4.04,7.06,20150320,36014.3,1.65,14.51,19.09,32.29,15.02,12509,腾龙股份,0.32,18.52,,7.13,,2561.49,20.6,,04-28,,,,,,,,,,,腾龙股份,0.69,-11.54,,11.12,,6733.24,7.88,,10-30,腾龙股份,0.93,-16.96,,14.36,,9283.46,3.94,,04-19,腾龙股份,0.27,-15.63,,3.64,,2879.27,12.41,,04-19,腾龙股份,0.25,-54.55,,6.62,,5421.47,5.09,,08-30,腾龙股份,0.37,-46.38,,9.64,,8018.95,19.09,,10-28,,,,,,,,,,
000917,电广传媒,影视音像,湖南,72.07,10.62,14.18,2143970.75,752328.88,595021.56,614536.06,4.34,0.151,7.58,1.92,19990325,243579.55,1.72,34.27,-37.6,28.77,4.11,137618,电广传媒,0.09,-30.77,,1.26,,12445.6,-34.03,,04-29,电广传媒,0.1,-37.5,,1.49,,14761.52,-36.75,,08-29,电广传媒,0.24,4.35,,3.39,,34323.95,5.57,,10-31,,,,,,,,,,,电广传媒,0.09,0.0,,1.2,,12795.61,2.81,,04-22,电广传媒,0.1,0.0,,1.25,,13507.19,-8.5,,08-27,电广传媒,0.15,-37.5,,1.99,,21419.35,-37.6,,10-29,,,,,,,,,,
000813,德展健康,化学制药,新疆,32.22,3.63,14.94,230791.63,176426.06,10546.88,12346.62,0.08,0.59,1.58,9.44,19980519,193006.27,1.29,28.97,46.43,84.06,49.27,22411,,,,,,,,,,,德展健康,0.01,-60.4,,0.53,,558.67,-60.52,,08-29,,,,,,,,,,,德展健康,0.01,-71.3,,0.58,,615.96,-71.36,,03-14,,,,,,,,,,,德展健康,-0.05,-495.0,,-2.1,,-2213.89,-496.28,,08-27,德展健康,0.59,3914.19,,29.5,,51996.48,7412.73,,10-31,,,,,,,,,,
600452,涪陵电力,水力发电,重庆,41.84,1.6,1.6,271381.75,71644.03,134478.88,32656.36,2.04,0.809,5.08,8.88,20040303,26728.31,1.67,20.34,-22.78,12.89,11.45,6832,涪陵电力,0.85,608.33,,22.77,,13530.59,610.37,,04-30,涪陵电力,0.85,286.36,,22.79,,13562.27,282.51,,08-07,涪陵电力,1.05,218.18,,28.12,,16765.97,218.42,,10-28,,,,,,,,,,,涪陵电力,0.15,-82.35,,3.4,,2399.1,-82.27,,04-21,涪陵电力,0.46,-45.88,,10.4,,7384.1,-45.55,,07-29,涪陵电力,0.81,-22.86,,17.18,,12947.47,-22.78,,10-28,,,,,,,,,,
600338,西藏珠峰,铅锌,西藏,30.86,1.58,6.53,194729.75,74516.86,87570.11,2236.43,0.03,0.996,1.99,15.46,20001227,95100.7,1.46,-0.99,306.31,70.1,44.03,18511,西藏珠峰,-0.09,-12.15,,,,-1494.88,-12.76,,04-30,西藏珠峰,-0.19,4.11,,,,-2967.72,3.33,,08-26,西藏珠峰,0.34,-241.67,,,,22514.9,-685.59,,10-28,西藏珠峰,0.25,353.89,,22.62,,16003.88,1772.02,,04-15,西藏珠峰,0.19,-302.13,,,,12380.72,-928.21,,04-23,西藏珠峰,0.4,-315.42,,23.29,,26361.52,-988.27,,07-19,西藏珠峰,0.69,102.94,,52.56,,44913.85,99.48,,10-18,西藏珠峰,1.0,306.28,,66.21,,65025.7,306.31,,02-28
002028,思源电气,电气设备,上海,36.8,5.79,7.6,613261.63,513003.34,58386.91,7196.31,0.09,0.313,5.39,2.85,20040805,297301.66,3.91,12.87,0.62,34.13,8.61,46281,,,,,,,,,,,思源电气,0.23,4.55,,3.9,,14096.84,2.74,,08-22,思源电气,0.38,-26.92,,6.45,,23663.5,-26.77,,10-24,思源电气,0.61,-17.57,,10.2,,38211.58,-16.26,10派2转2,03-26,思源电气,0.08,-11.11,,1.18,,4887.78,-7.94,,04-30,,,,,,,,,,,思源电气,0.32,-15.79,,6.07,,23811.06,0.62,,10-22,,,,,,,,,,
002493,荣盛石化,化纤,浙江,24.68,22.78,25.44,4323463.0,1660110.75,1919234.75,497622.09,1.96,0.483,4.71,3.38,20101102,426530.59,1.68,61.22,2094.16,10.81,3.91,16061,荣盛石化,0.01,-107.69,,0.18,,1189.0,-108.38,,04-23,荣盛石化,0.15,-400.0,,2.51,,16658.34,-425.63,10转10,08-25,荣盛石化,0.03,200.0,,0.85,,5597.6,363.89,,10-28,荣盛石化,0.16,-151.61,,5.25,,35212.33,-201.44,10派0.25,04-26,荣盛石化,0.06,500.0,,1.39,,15089.17,1169.07,,04-26,荣盛石化,0.29,93.33,,6.51,,72726.97,336.58,,08-10,荣盛石化,0.48,1500.0,,10.75,,122820.32,2094.16,,10-26,,,,,,,,,,
002250,联化科技,化工原料,浙江,46.22,5.51,9.05,580501.5,192402.27,282892.56,93449.22,1.03,0.264,5.14,3.17,20080619,240101.41,2.65,-23.13,-44.7,33.11,10.46,21981,联化科技,0.18,-21.74,,4.12,,15064.18,25.57,,04-24,联化科技,0.36,20.0,,8.02,,30223.83,25.38,,07-30,联化科技,0.52,13.04,,11.31,,43270.71,17.52,,10-22,联化科技,0.77,11.59,,16.61,,63807.24,15.79,10派1.2,02-05,联化科技,0.13,-27.78,,2.53,,10603.56,-29.61,,04-27,,,,,,,,,,,联化科技,0.29,-44.23,,5.68,,23929.76,-44.7,,10-25,,,,,,,,,,
603718,海利生物,生物制药,上海,111.44,3.05,6.44,146205.22,84666.05,39725.8,14694.34,0.23,0.111,1.5,10.95,20150515,12185.25,0.19,5.8,-3.46,77.41,28.5,17407,海利生物,0.14,-6.67,2.09,,0.18,2900.9,-8.32,,05-14,海利生物,0.24,-4.0,,10.43,,5271.6,-0.31,,08-06,海利生物,0.31,-20.51,,14.98,,7385.31,-10.69,,10-23,海利生物,0.38,-20.83,,12.8,,9540.26,-5.75,10送1派1转12,03-16,,,,,,,,,,,海利生物,0.15,-37.5,,5.38,,5105.19,-3.16,,07-21,海利生物,0.11,-64.52,,7.63,,7129.87,-3.46,,10-27,,,,,,,,,,
002235,安妮股份,造纸,福建,467.96,2.27,4.14,185719.47,32706.75,19779.61,103775.15,2.51,0.027000000000000003,3.93,4.23,20080516,-958.14,-0.02,-14.89,29.56,31.15,4.19,19020,,,,,,,,,,,安妮股份,0.03,0.0,,0.9,,591.43,-13.06,,08-22,安妮股份,0.04,300.0,,2.38,,850.65,302.91,,10-22,安妮股份,0.06,-111.82,,3.04,,1088.19,-111.82,10转5,03-10,安妮股份,0.01,0.0,,0.22,,79.54,-48.63,,04-23,安妮股份,0.02,-33.33,,1.57,,576.32,-2.56,,08-18,安妮股份,0.03,-25.0,,2.28,,1102.08,29.56,,10-24,,,,,,,,,,
002074,国轩高科,电气设备,江苏,29.83,4.72,8.78,909959.13,512769.16,139616.56,128100.06,1.46,0.84,4.15,8.05,20061018,163488.11,1.86,128.37,122.09,48.12,21.55,56125,国轩高科,0.04,0.0,,1.98,,927.36,-14.32,,04-28,国轩高科,0.37,362.5,,14.23,,22110.43,965.63,,08-28,国轩高科,0.49,345.45,,17.63,,33207.69,1099.04,,10-29,国轩高科,0.8,433.33,,27.0,,58461.21,1453.11,10派1.5,03-31,国轩高科,0.35,775.0,,9.66,,30617.4,3201.55,,04-27,国轩高科,0.61,64.86,,16.45,,53357.51,141.32,,08-23,国轩高科,0.84,71.43,,22.22,,73750.62,122.09,,10-27,,,,,,,,,,
002207,准油股份,石油开采,新疆,0.0,2.17,2.39,83165.5,24390.51,17552.9,22058.7,0.92,-0.314,1.47,11.43,20080128,-15344.42,-0.64,-22.51,-141.84,-0.43,-48.77,26680,准油股份,-0.07,-41.67,,-2.79,,-1617.55,8.89,,04-24,,,,,,,,,,,准油股份,-0.13,-1400.0,,-5.43,,-3105.03,-1042.03,,10-29,准油股份,-0.77,-2025.0,,-36.01,,-18408.42,-1959.81,,04-25,,,,,,,,,,,准油股份,-0.19,280.0,,-10.79,,-4626.87,267.34,,08-22,准油股份,-0.31,138.46,,-15.01,,-7509.09,141.84,,10-24,,,,,,,,,,
600262,北方股份,汽车整车,内蒙,0.0,1.7,1.7,222221.97,157315.5,39304.32,40393.1,2.38,-0.017,5.84,5.77,20000630,6982.31,0.41,-31.39,62.95,21.16,-0.52,13272,北方股份,-0.12,-543.94,,-1.68,,-1992.13,-544.19,,04-21,,,,,,,,,,,,,,,,,,,,,北方股份,-0.95,-230.14,,-14.53,,-16200.05,-229.96,,04-26,北方股份,-0.05,-54.78,,-0.91,,-901.37,-54.75,,04-26,北方股份,-0.04,-23.05,,-0.83,,-738.53,-22.96,,08-18,北方股份,-0.02,-62.89,,-0.29,,-283.56,-62.95,,10-25,,,,,,,,,,
002010,传化智联,染料涂料,浙江,79.08,4.13,32.58,1561380.63,956878.5,126043.36,593712.31,1.82,0.17600000000000002,3.41,5.43,20040629,174830.36,0.54,-4.65,66.28,21.77,14.27,15010,传化智联,0.07,16.67,,1.92,,3576.6,23.76,,04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,传化智联,0.02,-71.43,,0.67,,7266.76,103.17,,04-29,传化智联,0.14,-33.33,,3.98,,44194.73,321.5,,08-24,传化智联,0.18,-71.43,,5.2,,57223.54,86.39,,10-26,,,,,,,,,,
600822,上海物贸,商贸代理,上海,419.47,3.96,4.96,212945.88,139418.73,39753.23,168019.7,3.39,0.033,1.07,17.57,19940204,-181817.22,-3.67,-68.95,102.69,1.7,0.11,47762,上海物贸,0.02,38.0,,1.04,,1026.67,40.07,,04-28,上海物贸,-0.23,-1585.99,,-9.93,,-11569.48,-1589.44,,08-29,上海物贸,-1.25,-138466.67,,-76.0,,-61765.04,-141825.33,,10-31,上海物贸,-3.19,-10733.33,,-890.05,,-158440.47,-11148.84,,04-30,,,,,,,,,,,上海物贸,0.0,-101.67,,0.49,,192.99,-101.67,,08-31,上海物贸,0.03,-102.69,,4.12,,1659.18,-102.69,,10-29,,,,,,,,,,
002672,东江环保,环境保护,广东,32.67,4.37,8.87,789103.81,257296.67,130359.57,36406.31,0.41,0.429,3.58,5.21,20120426,177813.27,2.0,6.58,43.85,34.86,20.39,41166,东江环保,0.21,-16.0,,2.93,,7253.98,28.68,,04-20,,,,,,,,,,,东江环保,0.31,-45.61,,10.26,,26446.21,34.46,,10-31,东江环保,0.39,-47.3,,12.78,,33253.4,32.16,10派0.8,03-25,东江环保,0.1,-52.38,,3.03,,8462.77,16.66,,04-20,东江环保,0.24,20.0,,7.13,,20607.21,18.68,,08-25,东江环保,0.44,41.94,,12.86,,38043.01,43.85,,10-31,,,,,,,,,,
300411,金盾股份,专用机械,浙江,148.84,0.61,1.6,88187.15,64511.4,19585.51,20002.81,1.25,0.267,3.64,10.92,20141231,19785.97,1.24,2.47,-0.59,40.99,12.41,16035,金盾股份,0.05,-17.64,6.45,0.81,-0.36,418.37,9.77,,04-27,金盾股份,0.14,-54.84,3.29,4.19,-0.32,2191.18,18.16,,08-25,金盾股份,0.21,-48.78,3.36,6.38,-0.41,3375.93,3.86,,10-27,金盾股份,0.27,-59.7,,8.11,,4290.95,6.44,10派0.5,04-22,金盾股份,0.03,-34.42,,1.0,,548.59,31.13,,04-22,金盾股份,0.12,-14.29,3.49,3.59,-0.14,1998.72,-8.78,,08-22,金盾股份,0.21,0.0,,6.06,,3419.53,1.29,,10-28,金盾股份,0.27,0.0,,7.57,,4265.5,-0.59,10派0.5,02-13
300343,联创互联,互联网,山东,55.12,2.34,5.9,493634.94,192605.77,20480.07,307476.31,5.21,0.28,6.75,2.97,20120801,30095.35,0.51,143.38,376.88,22.84,10.57,10868,联创互联,0.01,-84.5,5.85,0.09,0.31,49.25,-70.98,,04-21,联创互联,0.04,-51.24,5.83,0.67,0.29,314.75,-51.16,,08-08,,,,,,,,,,,,,,,,,,,,,联创互联,0.11,1620.97,,0.79,,1335.01,2610.68,,04-29,联创互联,0.15,278.88,6.62,3.46,0.05,8449.03,2584.41,,08-18,联创互联,0.28,3.7,,5.45,,16099.66,376.88,,10-18,,,,,,,,,,
600612,老凤祥,服饰,上海,19.97,3.17,5.23,1296157.38,1182276.13,40038.28,51037.56,0.98,1.536,9.19,4.45,19920814,329471.09,6.3,-2.93,0.32,8.35,2.81,35668,老凤祥,0.56,22.6,,7.11,,29060.51,22.59,,04-28,,,,,,,,,,,老凤祥,1.53,10.37,,19.69,,80068.34,10.37,,10-28,老凤祥,2.14,18.88,,26.09,,111735.17,18.88,10派9.6,04-28,,,,,,,,,,,老凤祥,1.0,-2.37,,10.93,,52289.55,-2.38,,08-26,老凤祥,1.54,0.33,,17.19,,80327.65,0.32,,10-27,,,,,,,,,,
002646,青青稞酒,白酒,青海,35.73,4.5,4.5,294430.84,150370.2,53647.6,85475.59,1.9,0.43200000000000005,5.47,3.76,20111222,104050.92,2.31,0.24,-17.56,65.97,18.86,22639,青青稞酒,0.36,4.49,,6.96,,16029.19,4.48,,04-28,青青稞酒,0.41,6.33,,8.03,,18443.41,6.31,,08-25,青青稞酒,0.52,-13.38,,10.22,,23424.43,-13.38,,10-27,青青稞酒,0.51,-27.18,,10.16,,23101.1,-27.19,,04-23,青青稞酒,0.32,-9.55,,6.0,,14497.18,-9.56,,04-23,青青稞酒,0.33,-19.0,,6.21,,14940.73,-18.99,,08-25,青青稞酒,0.43,-17.08,,8.07,,19422.08,-17.09,,10-27,,,,,,,,,,
000503,海虹控股,医疗保健,海南,0.0,8.99,8.99,136469.44,96136.18,7483.68,2317.08,0.03,-0.095,1.45,29.05,19921130,48511.73,0.54,18.99,12.25,33.24,-57.72,38974,海虹控股,-0.02,-1981.82,,-1.58,,-1862.74,-1959.47,,04-29,海虹控股,-0.05,-576.7,,-3.43,,-4415.25,-578.04,,08-22,海虹控股,-0.11,-4100.0,,-7.69,,-9702.99,-4103.71,,10-24,海虹控股,0.03,-7.55,,1.74,,2306.34,-7.66,,04-23,海虹控股,-0.03,42.03,,-1.77,,-2643.11,41.89,,04-29,海虹控股,-0.06,26.07,,-4.13,,-5567.81,26.1,,08-24,,,,,,,,,,,,,,,,,,,,
002722,金轮股份,纺织机械,江苏,57.91,0.53,1.75,220530.95,118576.2,29330.81,111009.1,6.33,0.59,9.34,4.71,20140128,31473.59,1.79,296.19,125.41,20.92,7.66,21020,金轮股份,0.07,75.0,,1.57,,878.49,93.35,,04-27,金轮股份,0.21,61.54,,5.03,,2868.24,73.42,,07-28,金轮股份,0.33,65.0,,7.71,,4435.88,66.5,,10-30,金轮股份,0.46,76.92,,10.61,,6159.21,81.47,10派0.9,04-25,金轮股份,0.14,100.0,,1.89,,2241.12,155.11,,04-29,金轮股份,0.38,80.95,,4.52,,6316.7,120.23,,08-27,金轮股份,0.59,78.79,,6.79,,9998.85,125.41,,10-25,,,,,,,,,,
002108,沧州明珠,塑料,河北,28.06,6.14,6.42,320278.13,189992.13,87203.86,44972.9,0.7,0.603,3.36,6.71,20070124,90552.75,1.41,26.31,149.71,33.71,19.41,65402,沧州明珠,0.09,50.0,,1.94,,3131.5,43.35,,04-21,沧州明珠,0.15,-31.82,,5.49,,8996.47,21.62,,08-21,沧州明珠,0.25,-28.57,,9.31,,15506.24,28.8,,10-23,沧州明珠,0.35,-28.57,,12.68,,21463.28,28.44,10派1.6,03-01,沧州明珠,0.17,88.89,,5.62,,10365.27,231.0,,04-27,沧州明珠,0.42,180.0,,13.49,,25676.23,185.4,,08-23,沧州明珠,0.63,152.0,,19.94,,38720.16,149.71,,10-24,,,,,,,,,,
300382,斯莱克,专用机械,江苏,78.88,0.64,1.25,122447.55,90991.72,23347.3,50487.18,4.03,0.46,7.8,5.83,20140129,29096.02,2.32,9.04,-15.33,50.26,26.1,6000,斯莱克,0.46,37.27,12.11,4.54,-0.92,2430.69,42.73,,04-24,,,,,,,,,,,斯莱克,0.55,-48.6,5.17,10.21,-0.31,6386.27,14.35,,10-26,斯莱克,0.84,-48.47,,15.56,,9783.85,14.1,10派5,03-30,斯莱克,0.12,-73.91,,2.02,,1360.92,-44.01,,04-27,斯莱克,0.37,-11.9,5.35,6.22,-0.07,4284.66,-12.06,,08-26,斯莱克,0.46,-16.36,,8.36,,5407.0,-15.33,,10-28,,,,,,,,,,
300093,金刚玻璃,玻璃,广东,7017.85,2.15,2.16,127743.32,71900.43,46292.26,38683.3,1.79,0.002,4.04,5.67,20100708,22002.77,1.02,-8.0,-93.83,35.96,0.22,17041,金刚玻璃,0.03,0.0,4.08,0.68,0.15,586.32,0.71,,04-24,金刚玻璃,0.04,-20.0,4.08,0.94,0.22,806.95,-27.11,,08-21,金刚玻璃,0.04,-50.0,4.07,0.97,0.27,854.9,-50.4,,10-27,金刚玻璃,0.02,-77.78,,0.53,,462.13,-76.08,10派0.02,03-30,金刚玻璃,,,,0.05,,40.05,-93.17,,04-27,金刚玻璃,,,4.04,0.07,0.08,64.65,-91.99,,08-26,,,,,,,,,,,,,,,,,,,,
300348,长亮科技,软件服务,深圳,94.99,1.59,2.92,111921.45,60453.06,21084.81,30835.15,1.06,0.19899999999999998,2.58,9.8,20120817,19265.65,0.66,66.68,2011.01,47.94,16.22,28647,长亮科技,0.11,2340.43,8.69,1.33,-0.65,645.73,2537.09,,04-23,长亮科技,0.02,298.25,3.42,0.66,-0.48,319.56,980.05,,08-26,,,,,,,,,,,长亮科技,0.28,-60.73,,7.33,,3695.52,-1.45,10派0.8转10,04-15,,,,,,,,,,,长亮科技,0.02,-5.73,2.4,0.87,-0.55,612.07,91.54,,08-26,,,,,,,,,,,,,,,,,,,,
603315,福鞍股份,机械基件,辽宁,119.72,0.78,2.0,108380.95,66032.24,35292.15,28825.69,1.44,0.172,3.27,8.43,20150424,14186.88,0.71,-9.96,-16.34,26.82,12.12,12978,,,,,,,,,,,福鞍股份,0.33,-5.94,,6.28,,2743.33,3.4,,08-20,福鞍股份,0.46,-1.0,,8.29,,4121.39,17.32,,10-29,福鞍股份,0.6,-20.0,,10.4,,5521.07,-1.87,10转10派2,04-15,福鞍股份,0.12,-9.77,,1.86,,1196.86,19.92,,04-28,福鞍股份,0.14,-58.26,,4.21,,2747.76,0.16,,08-29,福鞍股份,0.17,-62.82,,5.26,,3448.04,-16.34,,10-28,,,,,,,,,,
002731,萃华珠宝,服饰,辽宁,130.45,0.53,1.51,259338.72,228827.17,15585.51,40195.59,2.67,0.16699999999999998,7.26,4.01,20141104,51152.76,3.39,-21.47,-51.71,11.83,1.35,13541,萃华珠宝,0.19,-1050.0,,2.72,,2881.6,-1498.16,,04-25,萃华珠宝,0.25,-35.9,,3.57,,3741.68,-14.37,,08-28,,,,,,,,,,,萃华珠宝,0.4,-51.22,,5.72,,6042.28,-38.58,10派0.8,04-23,萃华珠宝,-0.01,-105.26,,-0.3,,-132.61,-104.6,,04-28,萃华珠宝,0.07,-72.0,,0.98,,1067.35,-71.47,,08-24,萃华珠宝,0.17,-51.43,,1.87,,2521.81,-51.71,,10-27,,,,,,,,,,
603288,海天味业,食品,广东,30.79,26.97,27.05,1117443.5,657336.81,345605.41,132568.86,0.49,0.76,3.4,9.11,20140211,440707.41,1.63,10.32,10.77,44.31,22.76,23140,海天味业,0.49,13.95,,9.26,,73359.57,15.66,,04-30,海天味业,0.49,-33.78,,17.68,,133520.78,21.89,,08-14,海天味业,0.68,-33.98,,24.0,,184117.13,20.12,,10-22,海天味业,0.93,-33.57,,32.0,,250963.24,20.06,10派6,03-10,海天味业,0.3,-38.78,,8.77,,80976.32,10.38,,04-29,海天味业,0.55,12.24,,17.02,,148592.56,11.29,,08-16,海天味业,0.76,11.76,,22.7,,203946.19,10.77,,10-28,,,,,,,,,,
603986,兆易创新,半导体,北京,92.3,0.25,1.0,157778.95,142790.25,5694.47,66247.11,6.62,1.86,12.37,14.39,20160818,43824.95,4.38,0.0,0.0,27.35,13.79,13254,,,,,,,,,,,兆易创新,0.83,,,13.9,,6236.72,,,08-31,兆易创新,1.61,,,25.38,,12097.93,,,10-28,兆易创新,2.1,60.31,7.62,31.92,2.9,15778.26,60.8,,07-28,,,,,,,,,,,兆易创新,1.2,44.58,,14.55,,8990.58,44.16,,08-31,兆易创新,1.86,15.53,,20.57,,14460.94,19.53,,10-28,,,,,,,,,,
603929,亚翔集成,装修装饰,江苏,37.12,0.53,2.13,115025.65,110271.77,2156.11,10514.92,0.49,0.7120000000000001,4.15,8.49,20161230,36964.55,1.73,0.0,0.0,13.95,8.5,50285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,亚翔集成,0.5,92.31,3.4,15.61,0.77,7947.66,90.12,,12-12,,,,,,,,,,,,,,,,,,,,,亚翔集成,0.95,,4.15,25.27,1.63,15193.49,,,12-12,,,,,,,,,,
