code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg
300395,菲利华,0.18,-19.37,,6.43,,5309.68,21.69,,08-09,22.34,49.0185,237.6318,0.805,2.081,86.4969,2.0837,86.3848,0.4294,419.1896,21.3653,21.9857,12.3603,6.0942,-19.3692,12.3407
300398,,,,,,,,,,,,,,,,,,,,,,,,,,
300399,,,,,,,,,,,,,,,,,,,,,,,,,,
300400,劲拓股份,0.13,-22.71,,6.94,,3068.41,52.06,,08-09,15.15,42.8454,202.4741,0.8436,1.2763,141.0327,0.9486,189.7533,0.3941,456.7369,45.044,52.81,12.0177,26.373,-22.7111,11.9758
300401,,,,,,,,,,,,,,,,,,,,,,,,,,
300402,,,,,,,,,,,,,,,,,,,,,,,,,,
300403,,,,,,,,,,,,,,,,,,,,,,,,,,
300409,道氏技术,0.32,45.45,,5.73,,6831.75,44.1,,07-21,15.76,37.584,433.3943,2.0157,1.4172,127.01100000000001,0.5896,305.2917,0.2546,706.9914,36.9223,53.9459,50.6116,110.5299,45.4545,8.4623
300410,,,,,,,,,,,,,,,,,,,,,,,,,,
300418,昆仑万维,0.33,50.0,,10.36,,38428.86,57.52,,07-25,22.11,77.9956,1737.3543,1.4988,3.245,55.47,,,0.8383,214.7203,41.7347,118.5619,41.619,32.8234,50.0,40.6733
300419,浩丰科技,0.08,-50.0,,2.09,,3071.14,8.37,,07-28,14.49,29.9746,211.9343,0.5762,1.8409,97.7783,0.5358,335.9462,0.2597,693.1074,28.861,8.3747,3.1860000000000004,8.8903,-50.0,3.1860000000000004
300420,,,,,,,,,,,15.63,38.1563,281.8371,0.5808,0.8349,215.5947,1.0626,169.3958,0.3254,553.1653,12.2598,30.3773,8.5374,3.2171,-74.02,7.1167
300421,,,,,,,,,,,,,,,,,,,,,,,,,,
300422,,,,,,,,,,,,,,,,,,,,,,,,,,
300426,,,,,,,,,,,,,,,,,,,,,,,,,,
300428,,,,,,,,,,,,,,,,,,,,,,,,,,
300430,,,,,,,,,,,,,,,,,,,,,,,,,,
300435,中泰股份,0.14,-48.15,,4.84,,3470.93,20.17,,08-03,16.93,25.604,204.9894,0.8373,0.7026,256.1913,1.1718,153.6098,0.2199,818.5539,53.7039,20.1745,10.1023,12.3917,-48.1481,10.1023
300437,,,,,,,,,,,,,,,,,,,,,,,,,,
300450,先导智能,0.44,88.2,,17.77,,17898.3,88.19,,08-02,28.74,44.6041,622.6327,1.526,2.9958,60.0841,0.2563,702.302,0.2399,750.3126,59.0849,88.1854,42.9489,79.0217,88.2025,42.9489
300451,,,,,,,,,,,,,,,,,,,,,,,,,,
300456,,,,,,,,,,,,,,,,,,,,,,,,,,
300459,,,,,,,,,,,,,,,,,,,,,,,,,,
300463,迈克生物,0.35,16.67,,8.24,,19280.68,16.92,,08-01,22.86,52.5656,843.1973,1.5111,0.976,184.4262,1.0415,172.8277,0.4638,388.0983,26.035,17.2451,13.3315,18.9289,16.6667,11.3665
300467,迅游科技,0.18,50.0,,5.56,,3078.98,52.02,,08-08,35.65,68.3825,86.3493,0.5175,24.1922,7.4404,10075.8763,0.0179,0.2186,823.4218,12.3891,79.8979,17.6213,-2.5526,50.0,21.4417
300468,四方精创,0.27,32.42,,3.25,,2803.8,33.63,,07-25,14.2,50.0764,197.3433,1.8721,1.4032,128.2782,11.5983,15.5195,0.2697,667.4082,41.6185,33.631,13.3888,11.8616,32.4179,13.3888
300471,,,,,,,,,,,,,,,,,,,,,,,,,,
300473,德尔股份,0.62,-0.63,,3.88,,6339.18,1.82,,08-09,7.95,31.9988,796.9708,7.5952,2.2007,81.7922,1.6393,109.803,0.51,352.9412,153.9432,2.3468,6.4572,107.3042,-0.6264,6.0737
300474,,,,,,,,,,,,,,,,,,,,,,,,,,
300476,,,,,,,,,,,,,,,,,,,,,,,,,,
300484,,,,,,,,,,,,,,,,,,,,,,,,,,
300491,,,,,,,,,,,,,,,,,,,,,,,,,,
300493,润欣科技,0.1,-47.37,,5.99,,2883.53,23.77,,07-28,3.47,10.8416,829.4787,2.7649,2.2835,78.8264,2.0529,87.6808,0.8279,217.4176,33.8232,23.4824,8.3958,56.1938,-47.3684,8.4105
300497,富祥股份,0.93,-22.5,,12.43,,10111.14,17.0,,07-20,21.3,39.7465,474.5048,4.2239,3.4738,51.8165,1.8853,95.4755,0.501,359.2814,30.5154,16.1982,35.8395,43.5748,-22.5,31.6279
300500,启迪设计,0.27,-52.63,,4.59,,3231.8,2.83,,08-04,14.91,44.6836,216.6209,1.7611,1.4531,123.8731,,,0.3405,528.6344,25.281999999999996,16.1551,13.6407,17.7439,-52.6316,10.5328
300501,,,,,,,,,,,,,,,,,,,,,,,,,,
300505,川金诺,0.27,5.54,,4.04,,2561.43,22.84,,08-05,7.02,29.9534,364.4271,3.9034,8.8999,20.2249,1.1755,153.1263,0.8033,224.0757,30.1858,22.8366,8.5101,3.1761,5.5385,8.5101
300506,,,,,,,,,,,,,,,,,,,,,,,,,,
300508,维宏股份,0.69,26.55,,8.58,,3930.2,46.93,,08-04,39.77,69.7248,98.8188,1.7391,4.9603,36.2881,0.9053,198.8291,0.2846,632.4666,40.3841,46.9257,11.6203,9.8702,26.5459,11.6203
300511,雪榕生物,0.18,80.44,,3.09,,4029.74,224.93,,08-01,8.57,23.5035,469.7049,2.0875,43.8654,4.1035,2.6311,68.4125,1.2057,149.2909,10.7337,212.1345,10.9068,37.3298,80.4435,9.2176
300513,,,,,,,,,,,,,,,,,,,,,,,,,,
300514,,,,,,,,,,,,,,,,,,,,,,,,,,
300523,辰安科技,-0.05,-122.73,,-0.82,,-648.1,-148.67,,08-09,-4.33,51.3737,149.4013,1.0375,0.5839,308.272,0.3597,500.417,0.1504,1196.8085,-16.75,-152.0295,129.8557,51.3772,-122.7273,135.5532
300530,,,,,,,,,,,,,,,,,,,,,,,,,,
300532,今天国际,0.14,-71.82,,2.92,,2170.89,-31.23,,08-01,12.77,34.4788,169.9016,1.103,0.4375,411.4286,2.0818,86.4636,0.1704,1056.338,-2.9757,-31.2293,76.5527,49.1946,-71.82,76.5527
300534,,,,,,,,,,,,,,,,,,,,,,,,,,
300541,先进数通,0.15,-46.43,,2.53,,1815.25,-28.16,,08-03,4.94,20.504,366.7529,3.0562,0.7824,230.0613,1.6277,110.5855,0.3442,522.9518,-3.7955,-28.1572,93.2707,43.1006,-46.4286,93.2707
300547,,,,,,,,,,,,,,,,,,,,,,,,,,
300549,优德精密,0.31,-23.53,3.48,8.92,,4078.49,105.44,,08-01,16.94,34.5843,240.7382,1.8054,1.3171,136.6639,3.7681,47.7694,0.4839,371.9777,46.5957,105.4382,148.9468,84.1108,-23.525,148.9468
300551,,,,,,,,,,,,,,,,,,,,,,,,,,
300553,,,,,,,,,,,,,,,,,,,,,,,,,,
300554,,,,,,,,,,,,,,,,,,,,,,,,,,
300557,理工光科,0.02,-89.47,,0.26,,120.29,-84.91,,07-28,1.58,31.5941,75.7822,1.3613,0.5158,348.9725,0.948,189.8734,0.1436,1253.4819,21.4528,-85.0502,71.6589,62.9766,-89.4737,69.7983
300560,,,,,,,,,,,,,,,,,,,,,,,,,,
300562,,,,,,,,,,,,,,,,,,,,,,,,,,
300563,,,,,,,,,,,,,,,,,,,,,,,,,,
300565,,,,,,,,,,,,,,,,,,,,,,,,,,
300566,,,,,,,,,,,,,,,,,,,,,,,,,,
300567,,,,,,,,,,,,,,,,,,,,,,,,,,
300568,星源材质,0.37,-64.08,,5.7,,7091.73,-23.74,,08-09,28.74,53.1303,246.6689,1.2847,1.3583,132.5186,2.6791,67.1867,0.20600000000000002,873.7864,-2.7898,-26.4548,111.32799999999999,103.1213,-64.0777,118.4201
300570,太辰光,0.21,-22.22,,4.41,,4791.7,3.98,,07-20,20.75,35.5316,230.8477,1.0036,3.1944,56.3486,2.1466,83.8535,0.2394,751.8797,11.645999999999999,3.9766,,,-22.2222,
300575,,,,,,,,,,,,,,,,,,,,,,,,,,
300577,开润股份,0.9,32.35,,11.0,,6027.08,76.58,,07-31,12.17,31.6761,495.2121,4.1265,3.2047,56.1675,2.8566,63.012,0.7153,251.6427,46.4341,117.7522,151.8197,81.7042,32.3529,152.0133
300581,,,,,,,,,,,,,,,,,,,,,,,,,,
300582,,,,,,,,,,,,,,,,,,,,,,,,,,
300583,,,,,,,,,,,,,,,,,,,,,,,,,,
300584,,,,,,,,,,,17.04,75.4183,172.3482,2.1543,6.9231,25.9999,0.8622,208.7683,0.8961,200.8704,42.8374,38.5223,91.1735,66.3854,9.4571,91.1735
300585,,,,,,,,,,,,,,,,,,,,,,,,,,
300588,,,,,,,,,,,,,,,,,,,,,,,,,,
300591,,,,,,,,,,,,,,,,,,,,,,,,,,
300600,,,,,,,,,,,,,,,,,,,,,,,,,,
300601,康泰生物,0.17,13.33,,8.2,,7054.68,25.79,,07-18,15.03,88.7285,469.3102,1.1418,1.2159,148.0385,0.3341,538.7609,0.6882,261.5519,128.715,25.7897,26.84,28.3402,13.3333,26.84
300602,,,,,,,,,,,,,,,,,,,,,,,,,,
300603,,,,,,,,,,,,,,,,,,,,,,,,,,
300608,,,,,,,,,,,,,,,,,,,,,,,,,,
300610,晨化股份,0.26,-31.58,,6.76,,3749.77,32.54,,08-08,11.19,23.1992,334.8862,2.2325,4.3819,41.0781,3.6103,49.8574,0.6928,259.8152,22.2663,33.306999999999995,77.0613,70.6106,-31.5789,77.3064
300615,,,,,,,,,,,,,,,,,,,,,,,,,,
300627,,,,,,,,,,,,,,,,,,,,,,,,,,
300633,,,,,,,,,,,,,,,,,,,,,,,,,,
300635,,,,,,,,,,,,,,,,,,,,,,,,,,
300637,,,,,,,,,,,,,,,,,,,,,,,,,,
300640,,,,,,,,,,,,,,,,,,,,,,,,,,
300641,,,,,,,,,,,,,,,,,,,,,,,,,,
300649,,,,,,,,,,,,,,,,,,,,,,,,,,
300652,,,,,,,,,,,,,,,,,,,,,,,,,,
300653,正海生物,0.33,3.13,,7.7,,2088.74,9.82,,08-02,24.83,93.8254,84.0902,1.0511,2.22,81.0811,0.8240000000000001,218.4466,0.2832,635.5932,19.317,9.8207,,,3.125,
300656,民德电子,0.39,0.55,,8.73,,1838.75,6.14,,08-08,32.89,50.0156,55.8946,0.9315,2.4484,73.5174,1.2242,147.0348,0.1974,911.8541,5.957000000000001,6.1389,,,0.5455,
300660,,,,,,,,,,,,,,,,,,,,,,,,,,
300661,,,,,,,,,,,,,,,,,,,,,,,,,,
300662,,,,,,,,,,,,,,,,,,,,,,,,,,
300665,,,,,,,,,,,,,,,,,,,,,,,,,,
300668,杰恩设计,0.81,47.27,,18.04,,2601.57,50.54,,08-01,22.85,51.5789,113.84899999999999,2.7004,1.266,142.1801,,,0.4884,368.5504,47.9558,50.5421,,,47.2727,
300673,,,,,,,,,,,,,,,,,,,,,,,,,,
300675,建科院,0.03,-231.58,2.62,1.15,-0.34,329.66,-231.4,,07-18,2.31,33.3736,142.27700000000002,1.2934,0.7301,246.5416,544.619,0.3305,0.4548,395.7784,0.7639,,,,-231.5789,
300689,澄天伟业,0.52,52.94,,9.45,,2660.9,55.5,,07-27,19.42,35.3769,137.0077,2.6864,2.1092,85.3404,4.9192,36.5913,0.9334,192.8434,6.7801,55.4998,,,52.9412,
600011,华能国际,0.05,-87.8,,1.08,,78757.25,-87.48,,08-02,1.1,11.489,71433.6887,4.6994,4.5885,39.2285,8.2771,21.7467,1.6328,110.2401,34.9731,-86.626,-8.7405,27.5422,-87.8049,-12.5647
600015,,,,,,,,,,,,,,,,,,,,,,,,,,
600022,山东钢铁,0.07,2396.3,,3.65,,59558.56,2472.58,,07-28,1.88,5.0964,31558.6598,2.8829,60.1918,2.9904,11.202,16.0686,1.8084,99.5355,43.7114,1154.6944,0.3667,-11.7796,2396.2963,-0.1926
600031,,,,,,,,,,,,,,,,,,,,,,,,,,
600059,古越龙山,0.12,20.0,,2.39,,9421.23,16.27,,07-28,10.48,33.7743,898.1407,1.1108,5.9065,30.4749,0.3112,578.4062,0.3192,563.9098,3.7655,17.3313,1.3882,0.0463,20.0,1.4214
600063,皖维高新,0.04,13.51,,1.78,,7325.07,19.36,,08-02,3.4,17.5104,2149.0727,1.1158,5.7623,31.2375,3.1075,57.9244,0.9681,185.9312,27.0673,19.3645,43.3409,24.9041,13.5135,43.3409
600064,南京高科,0.66,-32.79,,5.1,,51291.25,-32.78,,07-29,35.59,42.6358,1441.0279999999998,1.8654,2.5398,70.8717,0.0947,1900.7392,0.1235,1457.4899,-64.1853,-36.7657,11.2132,15.1946,-32.7935,11.9264
600080,金花股份,0.05,10.2,,1.29,,1390.45,10.3,,07-26,3.85,63.3035,360.8239,1.1818,2.1852,82.3723,2.7476,65.5117,0.971,185.3759,18.3783,12.0162,2.77,13.2615,10.1962,2.7036
600086,东方金钰,0.15,2.21,,6.43,,19954.45,2.22,,08-05,4.9,13.838,4069.0027,3.014,11.9277,15.0909,0.4363,412.5602,0.4149,433.8395,1.4326,2.6048,7.5629,36.6341,2.213,7.7074
600110,诺德股份,0.1,481.4,,5.96,,11505.17,481.61,,08-01,7.4,22.3241,1552.6925,1.3498,3.6717,49.0236,4.3976,40.9314,0.5467,329.2482,78.9896,417.8851,7.3136,11.9412,481.3953,7.1771
600114,,,,,,,,,,,,,,,,,,,,,,,,,,
600116,三峡水利,0.14,16.67,,5.47,,13719.56,16.07,,08-05,29.01,35.8623,472.9106,0.4762,9.7051,18.5469,2.1103,85.2959,0.4425,406.7797,-1.7071,16.4728,8.2695,5.7136,16.6667,8.9075
600129,太极集团,0.08,-96.4,,2.71,,3474.79,-96.4,,08-05,0.78,32.3696,4444.1123,10.4103,4.5676,39.408,1.5702,114.6351,0.912,197.3684,14.3438,-95.0115,-22.4849,-1.9474,-96.397,-22.1695
600173,卧龙地产,0.12,80.88,,5.25,,8926.19,81.69,,07-27,11.97,40.5295,745.4878,1.028,11.3627,15.8413,0.1689,1065.7194,0.1808,995.5752,2.9939999999999998,81.4933,5.1643,13.1261,80.8824,5.1496
600183,,,,,,,,,,,,,,,,,,,,,,,,,,
600185,,,,,,,,,,,,,,,,,,,,,,,,,,
600189,吉林森工,-0.12,-163.16,,-2.62,,-3639.26,-160.75,,07-29,-34.19,24.2366,106.4232,0.3427,2.3301,77.2499,0.5687,316.5113,0.0794,2267.0025,-40.8019,-166.8828,-6.9464,-8.5658,-163.1579,-4.6699
600225,*ST松江,0.48,-191.92,,27.07,,44752.48,-192.04,,08-05,80.09,17.0217,558.7135,0.5972,47.6153,3.7803,0.0533,3377.1107,0.0448,4017.8571,24.1104,,25.6941,-13.9919,-191.9231,34.2355
600231,凌钢股份,0.16,-633.33,,7.48,,40509.68,-608.08,,07-22,4.84,11.1321,8362.7455,3.3196,76.0115,2.3681,5.8402,30.8209,1.6715,107.6877,37.0123,,11.6852,4.3622,-633.3333,11.6852
600234,,,,,,,,,,,,,,,,,,,,,,,,,,
600246,万通地产,0.02,-88.56,,0.77,,5114.38,-80.69,,07-31,5.32,45.9342,960.4579,0.4676,103.0548,1.7466,0.0677,2658.7888,0.0815,2208.589,-19.4583,-80.5369,99.5475,15.0204,-88.5622,108.4815
600260,凯乐科技,0.49,308.33,,10.96,,34629.98,330.03,,08-09,4.6,11.3323,7523.3636,10.6134,8.3109,21.6583,2.5192,71.4513,0.6298,285.805,105.1026,315.6348,47.9214,56.0274,308.3333,49.4745
600269,赣粤高速,0.25,-21.88,,4.18,,58960.28,-20.22,,08-09,27.31,42.4811,2158.5703,0.9242,5.5663,32.3375,1.6368,109.9707,0.5321,338.2823,-5.8958,-18.1747,2.7396,0.6294,-21.875,3.6985
600271,,,,,,,,,,,,,,,,,,,,,,,,,,
600273,嘉化能源,0.35,16.67,,11.02,,45883.82,16.68,,08-01,17.22,27.5613,2663.5338,2.039,6.1293,29.3671,5.7793,31.1456,1.3301,135.3282,32.0597,16.8289,16.3184,11.7666,16.6667,16.0997
600289,亿阳信通,0.04,24.53,,0.78,,2533.19,39.09,,07-29,3.73,61.537,677.635,1.0738,1.1168,161.1748,0.9182,196.0357,0.212,849.0566,8.1726,39.839,59.0467,35.3745,24.5342,58.9764
600293,三峡新材,0.22,1660.98,,5.2,,18181.19,4185.58,,07-14,3.01,7.6275,6028.7541,5.1876,11.6052,15.5103,17.8222,10.0998,2.1141,85.1426,1014.6146,4252.1437,418.4954,146.5515,1660.9756,421.3426
600298,安琪酵母,0.51,62.22,,12.01,,42090.94,62.06,,07-13,14.46,36.1935,2909.8276,3.5309,5.1276,35.1041,1.489,120.8865,1.1636,154.6923,22.3962,60.0155,7.3651,15.061,62.2222,7.5760000000000005
600299,安迪苏,0.22,-46.34,,4.63,,57737.07,-47.59,,07-27,11.7,37.4219,4932.1202,1.839,3.261,55.1978,2.133,84.3882,0.4793,375.5477,-9.2519,-45.528999999999996,8.7845,6.8785,-46.3415,9.1574
600307,酒钢宏兴,0.06,54.27,,3.75,,35076.9,54.29,,08-05,1.81,14.3939,19327.7082,3.0858,60.1151,2.9943,4.9159,36.6159,2.2419,80.289,4.8695,56.4801,1.8852,-2.5625,54.27,2.545
600309,万华化学,1.79,184.13,,25.43,,486103.79,255.35,,08-01,19.89,38.8206,24430.0865,8.9356,9.9878,18.022000000000002,2.8043,64.1871,1.3989,128.6725,95.8203,255.6645,59.7933,19.1642,184.127,67.9604
600321,国栋建设,0.0,-101.11,,0.04,,110.03,-100.84,,07-26,0.31,8.9142,347.4754,0.23,2.6472,67.9964,1.0753,167.3951,0.6117,294.2619,47.1553,,5.3398,-7.9052,-101.1111,5.3404
600335,国机汽车,0.49,7.33,,6.96,,50330.62,17.47,,07-21,1.96,4.9509,25582.1328,24.8433,17.7998,10.1125,3.3285,54.0784,1.6038,112.2334,-2.3228,32.2916,26.4755,-2.1665,7.3342,27.3122
600338,西藏珠峰,0.87,116.18,,39.26,,56987.67,116.18,10派6,07-26,48.67,69.2481,1170.6904,1.7927,9.6226,18.706,2.3676,76.0264,1.2393,145.2433,80.4461,118.2559,89.9324,58.3231,116.1754,90.1442
600346,恒力股份,0.2,5.26,,9.37,,56229.37,20.78,,08-01,5.16,13.2321,10891.6899,3.8545,117.4147,1.5330000000000001,4.3905,40.9976,1.1916,151.0574,45.5016,20.0822,21.0528,17.0162,5.2632,17.6942
600352,浙江龙盛,0.31,5.13,,6.28,,101316.0,5.13,,07-31,13.48,37.1031,7514.9321,2.3099,2.9817,60.3682,0.2698,667.1609,0.2878,625.4343,19.6393,-2.6107,11.7177,25.6099,5.1317,10.3959
600367,红星发展,0.13,30.0,,3.59,,3912.31,36.65,,08-05,6.08,25.2908,642.4807,2.2063,3.3832,53.2041,1.5602,115.3698,0.6308,285.3519,19.0201,24.5236,5.1141,2.0234,30.0,4.8845
600375,华菱星马,0.05,-113.51,,1.11,,3016.18,-114.82,,07-25,0.96,14.5963,3110.9199,5.5977,1.6812,107.0664,1.9106,94.2112,0.6245,288.2306,85.7506,,12.9378,11.3368,-113.5135,12.8029
600378,天科股份,0.08,100.0,,3.06,,2316.74,93.04,,08-02,11.07,26.7021,209.2339,0.7040000000000001,1.6925,106.3516,1.9497,92.3219,0.3013,597.4112,13.591,98.684,1.6353,1.1593,100.0,3.9608
600393,粤泰股份,0.36,350.0,,17.25,,91180.26,1143.32,,07-29,24.21,47.3174,3765.1763,1.4845,8.3165,21.6437,0.2258,797.1656,0.3093,581.9593,713.8761,1474.8811,20.7146,38.6887,350.0,11.0166
600406,国电南瑞,0.14,16.67,,3.87,,34957.98,24.62,,07-29,8.37,19.8632,4175.9654,1.7192,0.6071,296.4915,1.4847,121.2366,0.27399999999999997,656.9343,10.6236,20.8052,10.0481,9.05,16.6667,10.2664
600409,三友化工,0.52,227.46,,12.99,,96213.26,227.48,,08-08,9.63,26.6473,9989.4441,4.8389999999999995,15.0819,11.9348,5.1049,35.2602,1.5881,113.34299999999999,35.9928,235.7199,38.623000000000005,14.7913,227.4559,40.0664
600425,*ST青松,-0.09,-28.23,,-3.12,,-12288.07,-28.23,,07-28,-16.79,9.2274,731.534,0.5305,2.0353,88.4391,1.3227,136.0853,0.4519,398.3182,0.4636,,-14.5668,-10.7849,-28.2258,-12.0075
600452,涪陵电力,0.69,50.0,,11.5,,10964.0,48.48,,07-28,11.17,18.3289,981.3028,6.1331,7.6143,23.6397,1416.0867,0.1271,1.5251,118.025,48.4542,48.4813,41.6884,67.9085,50.0,41.6884
600469,,,,,,,,,,,,,,,,,,,,,,,,,,
600475,,,,,,,,,,,,,,,,,,,,,,,,,,
600498,烽火通信,0.43,16.22,,6.04,,44970.5,16.1,,07-29,4.62,23.3621,9721.382,9.2914,1.8366,98.0072,0.7199,250.0347,0.4523,397.966,26.0224,22.0061,6.3927,24.1081,16.2162,7.2321
600502,,,,,,,,,,,,,,,,,,,,,,,,,,
600519,贵州茅台,8.96,27.82,,14.33,,1125086.09,27.81,,07-28,46.51,89.6187,24190.0302,19.2565,,,0.1211,1486.3749,0.2579,697.9449,33.108000000000004,28.4438,17.3861,25.9939,27.8174,16.3803
600532,宏达矿业,-0.05,-64.29,,-1.32,,-2494.54,-64.5,,08-01,-6.83,10.1733,365.1461,0.7075,62.3455,2.8871,8.0734,22.2954,0.3434,524.1701,191.8355,,9.237,17.4272,-64.2857,9.237
600539,狮头股份,0.01,-106.15,,0.35,,165.01,-106.13,,08-05,4.37,20.6387,37.7403,0.16399999999999998,3.6089,49.8767,1.7719999999999998,101.5801,0.0851,2115.1586,-30.6715,,-27.3828,-42.7082,-106.1486,3.9853
600543,莫高股份,0.04,0.0,,1.29,,1424.72,13.44,,07-20,11.9,58.9324,119.6347,0.3725,9.9762,18.0429,0.5209,345.5558,0.2246,801.4248,11.9273,3.3634,1.7067,1.7369,0.0,2.0151
600545,新疆城建,-0.03,-75.7,,-1.03,,-2047.02,-75.7,10派2.729,08-04,-2.91,21.9259,702.9962,1.0402,0.2473,727.8609,0.1936,929.7521,0.094,1914.8936,-33.8982,,-3.1836,1.0792,-75.7017,-9.7488
600566,济川药业,0.72,28.39,,15.61,,58181.12,32.1,,07-28,20.7,85.31,2810.1698,3.4709,1.8876,95.3592,1.9145,94.0193,1.0117,177.9184,19.3883,32.3246,12.7015,21.6457,28.3929,13.761
600577,精达股份,0.09,51.72,,5.8,,17286.25,53.07,10派0.5,08-02,3.24,11.3586,5333.063,2.7274,3.4566,52.0743,6.3559,28.3201,1.4962,120.3048,32.2389,52.893,6.115,16.4013,51.7241,5.9318
600579,,,,,,,,,,,,,,,,,,,,,,,,,,
600586,金晶科技,0.07,600.0,,2.56,,10383.27,402.77,,07-29,5.51,23.3706,1882.2074,1.2901,6.0904,29.5547,2.1725,82.8539,0.7084,254.0937,16.8087,729.2225,3.9754,0.0858,600.0,4.1054
600614,鹏起科技,0.12,67.14,,4.36,,20557.27,65.0,,08-08,19.05,33.4803,1078.7934,0.6154,5.1323,35.071999999999996,0.3861,466.2005,0.2483,724.9295,-6.5398,81.5293,2.2136,-0.7245,67.1429,3.1867
600615,丰华股份,0.54,1217.07,,18.94,,10146.67,1216.78,,07-29,209.72,21.1639,48.38,0.2573,1.6939,106.2637,0.4024,447.3161,0.0819,2197.8022,-3.0052,1162.7858,21.2577,4.8965,1217.0732,21.1939
600660,福耀玻璃,0.55,-5.17,,7.66,,138618.68,-4.85,,08-05,15.9,42.981,8713.9626,3.4736,2.5806,69.7512,1.7231,104.4629,0.578,311.4187,14.8929,-4.9975,8.4236,9.4132,-5.1724,8.4505
600663,陆家嘴,0.34,30.89,,5.86,,115368.27,30.87,,07-29,20.51,48.7021,5623.3927,1.6727,38.5627,4.6677,0.1958,919.3054,0.16,1125.0,48.4342,25.7851,25.4564,48.6663,30.8924,5.3018
600674,川投能源,0.28,-11.98,,6.2,,122969.75,-11.98,,08-09,349.37,45.7678,351.9695,0.0799,0.9987,180.2343,3.4082,52.8138,0.145,1241.3793,-30.5479,-11.9871,10.9324,18.1439,-11.975999999999999,11.0101
600675,中华企业,0.2,-718.18,,11.04,,38069.01,-718.34,,08-09,9.24,22.0001,4116.9409,2.205,62.65,2.8731,0.1894,950.3696,0.1658,1085.6454,-43.8973,317.6924,21.1824,-11.5142,-718.1818,40.5973
600693,,,,,,,,,,,,,,,,,,,,,,,,,,
600696,*ST匹凸,0.02,-118.18,,11.52,,543.29,-114.02,,07-21,7.19,8.1858,75.4816,0.2216,485.5342,0.3707,1.0492,171.5593,0.20800000000000002,865.3846,2492.4222,,-90.7873,-72.5384,-118.1818,-89.2855
600698,湖南天雁,0.01,-21.33,,0.87,,577.8,-20.68,,07-26,1.75,19.1893,329.2177,0.3387,1.1012,163.458,1.7011,105.8139,0.2985,603.0151,19.598,-20.6811,1.2890000000000001,10.594000000000001,-21.3333,1.2890000000000001
600711,盛屯矿业,0.15,311.11,,5.39,,22196.36,310.14,,08-08,2.97,7.1254,7456.1857,4.9805,12.2933,14.6421,5.9481,30.2618,1.3563,132.714,60.233999999999995,276.0072,9.8378,28.8884,311.1111,8.5793
600722,金牛化工,0.03,268.24,,2.39,,2131.05,270.14,,08-03,4.88,11.1546,435.9799,0.6408,279.7845,0.6434,82.9242,2.1707,0.4494,400.534,30.5131,307.0592,6.8023,6.6561,268.2353,4.8173
600753,东方银星,0.02,-157.14,,1.42,,204.3,-157.43,,07-29,3.71,5.2642,54.9413,0.4292,,,,,0.2741,656.6946,241.5427,,6.0286,-2.7230000000000003,-157.1429,6.0286
600755,,,,,,,,,,,,,,,,,,,,,,,,,,
600763,通策医疗,0.28,21.74,,10.25,,8833.22,22.05,,08-04,17.39,41.0676,507.9343,1.5841,19.579,9.1935,12.4629,14.4429,1.2635,142.4614,33.9051,24.651999999999997,-1.4880000000000002,3.1807,21.7391,-3.3708
600769,祥龙电业,0.01,-2.78,,5.77,,263.21,-2.06,,07-28,6.32,6.1562,41.6146,0.1109,18.8511,9.5485,16.2097,11.1045,0.5392,333.8279,242.1304,-1.5648,3.7712,6.0247,-2.7778,3.8416
600774,汉商集团,0.04,35.48,,1.27,,730.2,36.43,,07-28,1.5,32.5484,485.9963,2.7838,138.5733,1.2990000000000002,25.2673,7.1238,3.0881,58.2883,1.8755,51.3222,-0.0323,-0.0512,35.4839,1.178
600779,水井坊,0.23,25.68,,7.5,,11449.96,25.66,,07-27,13.62,78.0236,840.5003,1.7204,58.3074,3.0871,0.235,765.9574,0.5185,347.1553,70.6242,25.6616,1.7549,24.1101,25.6836,1.7549
600785,新华百货,0.48,186.04,,5.51,,10862.81,186.02,,08-03,2.88,20.3893,3759.5073,16.6621,32.6877,5.5067,4.7904,37.5752,2.0732,86.8223,0.2697,306.4106,3.6622,1.2749,186.0368,4.9704
600829,人民同泰,0.24,10.81,,8.85,,13909.79,10.79,,07-29,3.47,11.2397,4002.8044,6.9027,1.5167,118.6787,5.7249,31.4416,0.9992,180.1441,-11.3737,10.7898,-3.3501,0.18600000000000003,10.8083,-3.3501
600850,,,,,,,,,,,,,,,,,,,,,,,,,,
600854,,,,,,,,,,,,,,,,,,,,,,,,,,
600857,宁波中百,0.09,-19.66,,3.25,,2102.6,-19.72,,08-08,4.55,13.6391,462.0674,2.0598,186.6258,0.9645,7.3466,24.5011,1.0546,170.6808,1.4909999999999999,-19.7199,3.5194,1.4313,-19.6581,3.5194
600867,通化东宝,0.24,4.35,,9.9,,41039.07,30.21,,08-08,34.73,75.1019,1181.5701,0.6924,2.4771,72.6656,0.2874,626.3048,0.5231,344.1025,32.6921,30.5314,59.8931,20.515,4.3478,60.0933
