code,name,eps,eps_yoy,roe,net_profits,profits_yoy,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,earnings,fluctuate
000078,海王生物,0.1,30.53,4.57,10013.52,81.62,1.57,12.8081,6359.7318,2.4029,1.1089,162.32299999999995,4.9343,36.4793,0.5194,346.5537,17.8608,44.0515,156.4205,29.8858,30.5333,193.7202,-0.0,10.0
000088,盐田港,0.08,1.49,2.84,15828.75,1.45,127.04,55.9649,124.589,0.0641,4.9759,36.1744,,,0.0798,2255.6391,3.1179,5.1476,9.5276,9.11,1.4944,9.3593,10.0,10.0
000089,深圳机场,0.13,4.8,2.55,26429.8,22.11,18.17,27.623,1453.9769,0.7089,3.6275,49.621,216.9406,0.8297,0.6089,295.615,-1.5397,21.3889,4.8155,-2.5964,4.7967,4.6694,0.0,10.0
000090,天健集团,0.15,-62.93,2.92,17744.79,-19.62,7.33,20.021,2419.1612,2.0196,4.481,40.1696,0.2289,786.3696,0.1788,1006.7114,-11.6515,-19.8184,51.1131,48.9695,-62.9287,50.3797,20.0,30.0
000096,广聚能源,0.16,-55.71,4.04,8184.4,-56.32,19.24,18.6672,425.3473,0.8055,106.1524,1.6957,19.9761,9.0108,0.3254,553.1653,-20.0898,-55.5357,1.6141,-4.38,-55.7143,1.6022,20.0,40.0
000099,中信海直,0.07,-49.6,1.49,4170.52,-49.58,7.94,24.016,525.1076,0.8664,1.1942,150.7285,1.0144,177.4448,0.3838,468.9943,-6.934,-47.6713,1.8382,4.8587,-49.5971,1.7345,-10.0,10.0
000100,TCL集团,0.05,-65.46,2.43,60570.58,-62.64,1.25,15.1069,48342.4642,3.958,3.4542,52.1105,4.2685,42.1694,0.8197,219.5925,3.5529,-62.2777,16.0861,14.8622,-65.4596,-1.7107,-0.0,10.0
000150,宜华健康,2.08,83296.0,36.03,93363.78,82412.04,176.78,38.0715,528.1176,1.1793,1.5646,115.0454,0.2716,662.7393,0.1586,1134.9306,25.2529,44011.5701,58.6306,44.3794,83296.0,58.192,-10.0,20.0
000151,,,,,,,7.87,16.5367,691.5298,2.3364,13.6797,13.1582,5.8061,31.0019,0.3669,490.5969,32.2425,-22.6764,-0.0537,-33.9081,-22.796,-0.0358,-0.0,20.0
000153,,,,,,,2.95,27.258000000000006,891.4073,2.8557,2.0427,88.1187,2.2823,78.8678,0.8956,200.9826,14.3826,41.0824,-2.0732,9.7342,41.206,-1.9614,10.0,20.0
000155,,,,,,,142.41,5.3038,214.8024,0.457,11.2872,15.9473,6.7445,26.6884,0.5069,355.0996,43.5457,,,-57.8966,-370.8333,25.662,,
000156,华数传媒,0.21,2.03,3.14,29538.18,17.78,21.09,45.2242,1399.986,0.9767,2.3994,75.0188,16.2799,11.0566,0.182,989.011,10.0403,17.8051,6.0098,7.2931,2.0297,6.0279,-0.0,10.0
000157,中联重科,-0.11,175.0,-2.13,-83652.22,169.99,-9.29,24.6943,9003.7931,1.1747,0.2985,603.0151,0.4786,376.0969,0.121,1487.6033,-14.8284,,-6.4929,-7.0959,175.0,-6.9252,10.0,20.0
000158,常山股份,-0.01,-62.53,-0.34,-1843.78,-44.99,-0.36,6.7339,5038.3368,3.9626,3.2135,56.0137,2.4524,73.3975,0.8036,223.992,10.404000000000002,,16.372,32.1827,-62.5323,16.4153,-10.0,10.0
000159,国际实业,-0.03,-130.78,-0.72,-1548.93,-130.78,-6.94,16.7158,223.0644,0.4636,1.8252,98.6193,0.2166,831.0249,0.1171,1537.1477,-27.431,-128.8233,-1.0469,-1.8557,-130.7839,-1.0209,20.0,20.0
000166,,,,,,,34.54,41.1373,6090.2607,0.4099,,,,,,,,-71.1319,5.7348,-36.6414,-72.0,5.4562,0.0,10.0
000301,东方市场,0.07,-0.27,2.74,8970.53,-0.21,25.81,48.9579,347.4365,0.2851,7.7718,23.1607,0.3383,532.0721,0.2751,654.3075,6.8519,-0.3057,3.2923,15.7874,-0.271,3.2975,10.0,10.0
000333,美的集团,1.48,-24.87,17.64,949649.3,14.08,12.25,29.2253,77522.287,12.0658,6.5517,27.4738,5.4844,32.8204,0.7376,244.0347,-6.044,14.33,19.4658,18.1405,-24.8731,19.8861,0.0,10.0
000338,潍柴动力,0.26,8.33,3.28,105151.6,8.5,2.48,22.8475,42286.5112,10.5752,4.3313,41.558,2.612,68.9127,0.6798,264.7838,15.9956,22.6146,-0.1923,8.82,8.3333,0.0401,20.0,20.0
000400,许继电气,0.11,45.52,1.73,10957.27,45.46,3.78,18.6473,2898.3874,2.8744,0.3852,467.2897,1.1545,155.9117,0.262,687.0229,32.9453,18.1249,8.5167,22.5768,45.5154,9.6283,0.0,20.0
000401,冀东水泥,-0.69,-568.03,-9.67,-92769.4,-569.55,-17.63,13.7986,5259.4917,3.903,3.2463,55.4477,3.2556,55.2893,0.6024,298.8048,2.8806,,-26.894,-11.8229,-568.0272,-27.8695,10.0,10.0
000402,金融街,0.25,-13.79,2.96,75862.31,-11.66,12.3,40.4982,6167.0359,2.0632,7.4881,24.0381,0.0561,3208.5561,0.0709,2538.7870000000007,25.3706,-15.1454,1.9305,25.4002,-13.7931,5.1455,10.0,40.0
000403,ST生化,0.16,-20.0,9.61,4229.04,-20.93,14.97,52.8816,282.4517,1.0362,174.0746,1.034,0.4884,368.5504,0.6853,262.6587,10.6472,-23.7544,10.8367,2.7234,-20.0,13.932,20.0,20.0
000404,华意压缩,0.23,3.39,5.51,12632.42,3.39,3.59,14.4597,3511.8285,6.2753,2.3346,77.101,4.4102,40.8145,0.6126,293.8296,-6.0414,3.8313,8.1241,12.3269,3.3898,8.2937,20.0,30.0
000407,胜利股份,0.02,4.07,0.92,1846.81,7.72,1.55,13.2313,1190.8876,1.3531,3.0746,58.5442,2.8954,62.1676,0.7783,231.2733,-20.1181,-95.638,33.2311,-12.7466,4.0724,37.3489,-0.0,10.0
000408,,,,,,,718569.61,100.0,0.01,0.0,,,,,,,-99.9906,,9.7957,-70.1586,-1815.6627,12.5705,-0.0,20.0
000409,,,,,,,0.22,15.1827,1366.2044,2.8901,5.056,35.6013,1.8442,97.6033,0.6809,264.356,842.9985,,28.5881,59.3747,-110.0,15.0203,60.0,60.0
000410,*ST沈机,-0.58,65.71,-24.14,-44372.54,66.55,-14.1,23.0152,3145.692,4.1094,0.3907,460.7115,0.3118,577.2931,0.1571,1145.767,1.0544,,-27.4598,19.7436,65.7143,-33.5555,-10.0,20.0
000411,英特集团,0.19,11.76,5.8,4018.85,14.52,0.48,5.4829,8350.9765,40.2553,2.8028,64.2215,4.9603,36.2881,1.4621,123.1106,9.9702,12.227,9.8191,6.6629999999999985,11.7647,10.3927,10.0,20.0
000413,东旭光电,0.14,-12.5,3.79,54596.37,26.04,18.94,32.7457,2882.0592,0.7515,2.6338,68.3423,0.8706,206.754,0.1481,1215.395,99.2298,25.6592,117.5822,111.4659,-12.5,120.4962,10.0,40.0
000415,,,,,,,6.19,34.6023,11838.306,1.9141,9.4878,18.9717,5762.5471,0.0312,0.316,569.6203,164.8449,30.5871,154.5253,101.9692,-33.2207,175.6455,-0.0,10.0
000416,,,,,,,-2.77,99.9249,123.3578,0.2319,3.4752,51.7956,4.0815,44.1014,0.1047,1719.1977,225.1696,-109.6286,-2.4084,38.6813,-113.2231,-3.651,-0.0,20.0
000417,合肥百货,0.24,4.98,5.31,18429.85,4.99,3.55,20.1327,5178.3162,6.6398,90.0458,1.999,3.8024,47.3385,1.1691,153.9646,-0.6372,15.38,6.7758,9.8957,4.9756,5.4833,0.0,20.0
000418,,,,,,,7.27,27.2042,7984.7872,12.6244,7.9322,22.6923,8.6603,20.7845,0.599,300.5008,30.8573,33.3824,17.8517,37.8679,35.2941,17.2862,-0.0,20.0
000419,通程控股,0.14,-9.77,3.98,7481.83,-9.72,3.96,20.1434,1884.9632,3.4676,147.8333,1.2176,5.1899,34.6827,0.9874,182.2969,-13.4394,-4.1958,2.6366,0.9999,-9.7705,2.1287,-10.0,20.0
000420,吉林化纤,0.01,22.08,0.49,757.47,37.23,1.3,14.0525,580.8475,0.5894,6.556,27.4558,2.3791,75.6589,0.4134,435.4136,22.2782,,168.4093,88.8276,22.0779,169.4365,20.0,40.0
000421,南京公用,0.21,20.85,5.05,11845.36,20.82,6.11,12.7331,1937.3542,3.3831,11.9301,15.0879,1.3659,131.7812,0.6617,272.0266,3.6687,31.2175,8.7695,25.4139,20.8528,7.8797,10.0,20.0
000422,,,,,,,0.19,14.4525,8251.0167,9.1895,16.235,11.0872,1.6753,107.4434,0.5916,304.2596,-4.6276,-227.1684,2.6196,7.9902,-35.7143,5.1652,10.0,10.0
000423,东阿阿胶,1.27,7.36,11.16,82895.95,7.36,30.99,68.9958,2674.3503,4.089,6.1759,29.1455,0.4029,446.761,0.4073,441.9347,4.9894,7.6389,8.9006,12.0988,7.3607,9.3135,0.0,10.0
000425,徐工机械,0.02,500.0,0.62,12701.26,1474.08,1.56,19.9814,8138.4755,1.1613,0.4444,405.0405,1.0677,168.5867,0.2483,724.9295,-14.2502,,-5.3253,-9.6917,500.0,-4.146,10.0,10.0
000426,兴业矿业,0.02,-42.18,0.86,2341.33,15.79,9.81,49.8201,238.5091,0.1997,3.0881,58.2883,0.5422,331.9808,0.341,527.8592,-52.2941,15.7962,-1.0002,16.6203,-42.1829,-1.0009,0.0,20.0
000428,,,,,,,-17.43,54.7835,501.1468,0.4918,5.0492,35.6492,0.1034,1740.8124,0.15,1200.0,-3.6234,-630.1552,77.6323,1.9479,-250.0,95.6226,10.0,20.0
000429,粤高速A,0.29,61.11,8.39,50589.91,118.2,37.93,58.0839,1333.4922,1.0607,19.946,9.0244,697.8131,0.2579,0.9242,194.763,84.0841,126.0176,34.7185,22.3818,61.1111,48.1961,10.0,20.0
000430,张家界,0.11,-27.2,5.61,3504.9,-28.32,14.45,39.5299,242.4391,0.7556,51.7042,3.4813,26.9224,6.6859,1.9334,93.1002,-0.1131,-27.3766,19.5802,64.8471,-27.2,19.0003,0.0,10.0
000488,晨鸣纸业,0.45,221.43,5.89,93916.49,239.8,8.85,31.5131,10606.3587,5.4773,2.6846,67.0491,1.3919,129.3196,0.2728,659.824,9.1335,265.0004,37.2336,35.8882,221.4286,38.5656,20.0,20.0
000498,山东路桥,0.12,11.28,4.27,13260.67,11.28,6.71,14.6493,1973.9101,1.7622,0.5555,324.0324,0.5261,342.1403,0.2163,832.1775,-16.4412,11.8601,14.0279,14.1948,11.2782,13.9903,10.0,20.0
000501,鄂武商A,0.96,11.63,10.62,51529.66,18.22,6.0,22.6972,8588.0998,14.5109,949.2602,0.1896,8.3461,21.567,2.2857,78.7505,-4.4591,17.8834,44.7174,7.9992,11.6279,44.8372,10.0,10.0
000502,绿景控股,-0.13,346.74,-13.75,-2318.42,330.62,-288.56,30.0849,8.0344,0.0434,4.2992,41.8683,0.0365,4931.5068,0.0197,9137.0558,,,,,,,10.0,30.0
000503,海虹控股,-0.06,26.07,-4.13,-5567.81,26.1,-56.02,46.537,99.3755,0.1105,25.5243,7.0521,153.9753,1.169,0.0906,1986.755,15.6477,,1.3777,1.9212,26.0692,3.0451,-0.0,20.0
000504,南华生物,-0.04,101.5,,-1257.05,70.93,-236.13,7.8562,5.3234,0.017,0.8348,215.6205,289.6841,0.6214,0.0995,1809.0452,-10.7156,,,14.5911,101.5,999.5695,-0.0,10.0
000505,珠江控股,-0.11,-320.0,,-4737.06,-320.4,,,,,7.1899,25.0351,0.208,865.3846,0.1276,1410.6583,9.4879,-374.4943,,12.7267,-320.0,200.3361,,
000506,中润资源,0.0,-21.82,0.28,399.33,-22.21,1.05,41.5614,379.0321,0.4079,14.823,12.1433,0.2313,778.2101,0.1567,1148.6918,,,,,,,-0.0,10.0
000507,珠海港,0.09,46.43,2.84,7292.8,46.47,8.29,21.4258,879.2683,1.1136,2.6304,68.4307,11.0143,16.3424,0.7652,235.2326,-11.5128,44.3469,7.1401,3.1630000000000003,46.4342,4.6174,10.0,10.0
000509,华塑控股,-0.03,13.31,-52.33,-2457.15,12.99,-56.31,8.3952,43.6294,0.0528,0.9004,199.9112,0.3278,549.1153,0.1235,1457.4899,-43.5085,,,-4.2263,13.308,58.1362,20.0,40.0
000510,金路集团,0.01,-111.45,1.1,826.29,-111.42,1.26,12.9748,651.2807,1.0691,29.5116,6.0993,6.3323,28.4257,1.8612,96.7118,-18.4745,,11.2583,-10.5693,-111.4478,13.6447,0.0,20.0
000511,*ST烯碳,-0.05,-600.0,-3.81,-5448.47,-577.17,-22.65,0.3597,240.5061,0.2082,14.1037,12.7626,0.1729,1041.0642,0.0833,2160.8643,-59.3349,-577.1709,-1.0144,4.1908,-600.0,-1.0144,,
000513,丽珠集团,1.04,-8.77,8.95,40906.18,20.01,10.8,64.1858,3784.2997,9.5348,2.6475,67.9887,1.3421,134.1182,0.9756,184.5018,21.4706,14.7552,11.2672,8.732000000000001,-8.7719,10.1585,20.0,20.0
000514,渝开发,0.01,-109.31,0.19,527.79,-109.24,1.61,27.1473,325.8436,0.3861,12.9347,13.9161,0.0589,3056.0272,0.0656,2743.9024,2.0619,,0.1187,-7.6236,-109.3058,1.2663,-0.0,20.0
000516,,,,,,,6.65,20.2043,1999.5681,1.0144,35.992,5.0011,31.9718,5.63,0.7536,238.8535,-1.6962,-15.4009,6.0516,7.1772,-68.5446,5.9097,0.0,10.0
000517,荣安地产,0.01,-72.82,0.5,1798.74,-17.59,3.22,22.4258,557.2503,0.175,12.3383,14.5887,0.0833,2160.8643,0.0758,2374.6702,95.7629,-17.586,-1.1163,29.0304,-72.8155,-1.1163,-0.0,20.0
000518,四环生物,-0.0,-220.0,-0.81,-491.42,-219.95,-3.72,62.4188,132.019,0.1282,1.3474,133.5906,0.1453,1238.8162,0.2372,758.8533,21.4538,-335.0167,-16.6374,27.0836,-220.0,-12.1805,40.0,50.0
000519,中兵红箭,0.03,-85.23,0.71,2974.62,-79.33,4.23,21.1563,701.7652,0.6791,1.1878,151.5407,0.3643,494.0983,0.2624,685.9756,-11.7662,-79.2987,3.3264,3.1848,-85.2308,3.3426,-10.0,20.0
000520,长航凤凰,-0.02,-114.54,-6.37,-1581.82,-114.57,-5.12,13.6366,308.7871,0.3051,1.557,115.6069,17.115,10.5171,0.8134,221.2933,-22.0719,-114.5003,-1.2216,-15.77,-114.5387,-1.2216,-10.0,30.0
000521,美菱电器,0.14,-30.57,3.12,10999.27,-30.55,1.6,20.8861,6866.6313,8.9908,4.1794,43.0684,3.4654,51.9421,0.8415,213.9037,6.8418,-30.8843,-1.2938,12.3115,-30.5689,-2.4256,10.0,10.0
000523,,,,,,,0.27,2.522,4454.0214,8.5172,3.4930000000000003,51.5316,7.9146,22.7428,1.682,107.0155,44.3135,15.7412,61.3833,6.1533,-33.3333,61.7153,10.0,10.0
